,kWh,num_time,phase
62,265.0,1641391200000000000,0
63,287.25,1641394800000000000,0
64,263.75,1641398400000000000,0
65,265.0,1641402000000000000,0
66,294.0,1641405600000000000,0
67,265.0,1641409200000000000,0
68,262.75,1641412800000000000,0
69,296.0,1641416400000000000,0
70,265.75,1641420000000000000,0
71,266.25,1641423600000000000,0
72,267.5,1641427200000000000,0
73,269.25,1641430800000000000,0
74,290.25,1641434400000000000,0
75,266.5,1641438000000000000,0
76,286.75,1641441600000000000,0
77,338.5,1641445200000000000,0
78,316.0,1641448800000000000,0
79,313.5,1641452400000000000,0
80,351.5,1641456000000000000,0
81,311.25,1641459600000000000,0
82,307.25,1641463200000000000,0
83,303.5,1641466800000000000,0
84,322.75,1641470400000000000,0
85,269.25,1641474000000000000,0
86,264.25,1641477600000000000,0
87,292.5,1641481200000000000,0
88,271.75,1641484800000000000,0
89,267.75,1641488400000000000,0
90,269.25,1641492000000000000,0
91,298.5,1641495600000000000,0
92,270.5,1641499200000000000,0
93,270.0,1641502800000000000,0
94,267.75,1641506400000000000,0
95,291.25,1641510000000000000,0
96,266.5,1641513600000000000,0
97,266.25,1641517200000000000,0
98,292.0,1641520800000000000,0
99,269.25,1641524400000000000,0
100,289.0,1641528000000000000,0
101,335.0,1641531600000000000,0
102,311.25,1641535200000000000,0
103,315.0,1641538800000000000,0
104,346.75,1641542400000000000,0
105,310.0,1641546000000000000,0
106,315.0,1641549600000000000,0
107,305.25,1641553200000000000,0
108,320.0,1641556800000000000,0
109,280.25,1641560400000000000,0
110,268.0,1641564000000000000,0
111,269.5,1641567600000000000,0
112,302.75,1641571200000000000,0
113,274.25,1641574800000000000,0
114,280.25,1641578400000000000,0
115,275.5,1641582000000000000,0
116,275.0,1641585600000000000,0
117,274.5,1641589200000000000,0
118,304.75,1641592800000000000,0
119,271.25,1641596400000000000,0
120,274.5,1641600000000000000,0
121,277.75,1641603600000000000,0
122,281.5,1641607200000000000,0
123,305.0,1641610800000000000,0
124,276.5,1641614400000000000,0
125,276.25,1641618000000000000,0
126,302.75,1641621600000000000,0
127,272.5,1641625200000000000,0
128,269.75,1641628800000000000,0
129,271.75,1641632400000000000,0
130,294.5,1641636000000000000,0
131,266.5,1641639600000000000,0
132,267.75,1641643200000000000,0
133,295.75,1641646800000000000,0
134,268.0,1641650400000000000,0
135,275.0,1641654000000000000,0
136,269.5,1641657600000000000,0
137,269.25,1641661200000000000,0
138,296.25,1641664800000000000,0
139,268.5,1641668400000000000,0
140,268.75,1641672000000000000,0
141,267.75,1641675600000000000,0
142,288.75,1641679200000000000,0
143,266.5,1641682800000000000,0
144,290.25,1641686400000000000,0
145,262.75,1641690000000000000,0
146,262.0,1641693600000000000,0
147,265.25,1641697200000000000,0
148,292.25,1641700800000000000,0
149,268.0,1641704400000000000,0
150,264.25,1641708000000000000,0
151,262.0,1641711600000000000,0
152,262.5,1641715200000000000,0
153,260.25,1641718800000000000,0
154,287.75,1641722400000000000,0
155,262.25,1641726000000000000,0
156,266.0,1641729600000000000,0
157,265.25,1641733200000000000,0
158,263.75,1641736800000000000,0
159,261.0,1641740400000000000,0
160,287.25,1641744000000000000,0
161,263.5,1641747600000000000,0
162,290.0,1641751200000000000,0
163,267.25,1641754800000000000,0
164,265.75,1641758400000000000,0
165,265.25,1641762000000000000,0
166,293.75,1641765600000000000,0
167,266.0,1641769200000000000,0
168,267.25,1641772800000000000,0
169,268.5,1641776400000000000,0
170,294.5,1641780000000000000,0
171,269.5,1641783600000000000,0
172,290.0,1641787200000000000,0
173,332.25,1641790800000000000,0
174,317.5,1641794400000000000,0
175,312.25,1641798000000000000,0
176,333.75,1641801600000000000,0
177,310.25,1641805200000000000,0
178,311.0,1641808800000000000,0
179,309.75,1641812400000000000,0
180,327.25,1641816000000000000,0
181,281.5,1641819600000000000,0
182,275.75,1641823200000000000,0
183,280.0,1641826800000000000,0
184,279.75,1641830400000000000,0
185,309.75,1641834000000000000,0
186,276.5,1641837600000000000,0
187,279.5,1641841200000000000,0
188,308.5,1641844800000000000,0
189,283.25,1641848400000000000,0
190,284.0,1641852000000000000,0
191,288.5,1641855600000000000,0
192,318.0,1641859200000000000,0
193,290.5,1641862800000000000,0
194,289.0,1641866400000000000,0
195,292.25,1641870000000000000,0
196,345.25,1641873600000000000,0
197,330.75,1641877200000000000,0
198,337.5,1641880800000000000,0
199,339.5,1641884400000000000,0
200,327.0,1641888000000000000,0
201,364.25,1641891600000000000,0
202,330.75,1641895200000000000,0
203,334.5,1641898800000000000,0
204,322.75,1641902400000000000,0
205,326.25,1641906000000000000,0
206,284.5,1641909600000000000,0
207,287.5,1641913200000000000,0
208,284.5,1641916800000000000,0
209,287.75,1641920400000000000,0
210,311.5,1641924000000000000,0
211,285.0,1641927600000000000,0
212,289.75,1641931200000000000,0
213,283.0,1641934800000000000,0
214,280.0,1641938400000000000,0
215,280.25,1641942000000000000,0
216,280.5,1641945600000000000,0
217,301.25,1641949200000000000,0
218,274.5,1641952800000000000,0
219,277.0,1641956400000000000,0
220,324.25,1641960000000000000,0
221,331.0,1641963600000000000,0
222,335.75,1641967200000000000,0
223,331.0,1641970800000000000,0
224,350.5,1641974400000000000,0
225,323.0,1641978000000000000,0
226,324.75,1641981600000000000,0
227,356.25,1641985200000000000,0
228,301.25,1641988800000000000,0
229,274.75,1641992400000000000,0
230,294.0,1641996000000000000,0
231,271.25,1641999600000000000,0
232,283.25,1642003200000000000,0
233,277.75,1642006800000000000,0
234,307.0,1642010400000000000,0
235,278.25,1642014000000000000,0
236,280.5,1642017600000000000,0
237,276.5,1642021200000000000,0
238,300.75,1642024800000000000,0
239,274.0,1642028400000000000,0
240,275.25,1642032000000000000,0
241,273.5,1642035600000000000,0
242,304.0,1642039200000000000,0
243,275.75,1642042800000000000,0
244,296.0,1642046400000000000,0
245,308.75,1642050000000000000,0
246,352.75,1642053600000000000,0
247,319.0,1642057200000000000,0
248,312.25,1642060800000000000,0
249,317.25,1642064400000000000,0
250,345.75,1642068000000000000,0
251,310.75,1642071600000000000,0
252,306.0,1642075200000000000,0
253,278.25,1642078800000000000,0
254,303.25,1642082400000000000,0
255,280.5,1642086000000000000,0
256,281.0,1642089600000000000,0
257,313.75,1642093200000000000,0
258,286.0,1642096800000000000,0
259,284.75,1642100400000000000,0
260,281.0,1642104000000000000,0
261,313.75,1642107600000000000,0
262,287.5,1642111200000000000,0
263,282.25,1642114800000000000,0
264,310.5,1642118400000000000,0
265,287.25,1642122000000000000,0
266,289.75,1642125600000000000,0
267,288.75,1642129200000000000,0
268,338.5,1642132800000000000,0
269,329.75,1642136400000000000,0
270,327.0,1642140000000000000,0
271,322.25,1642143600000000000,0
272,352.75,1642147200000000000,0
273,325.75,1642150800000000000,0
274,326.5,1642154400000000000,0
275,354.0,1642158000000000000,0
276,297.5,1642161600000000000,0
277,278.25,1642165200000000000,0
278,282.75,1642168800000000000,0
279,306.0,1642172400000000000,0
280,281.25,1642176000000000000,0
281,281.5,1642179600000000000,0
282,285.0,1642183200000000000,0
283,313.25,1642186800000000000,0
284,285.75,1642190400000000000,0
285,293.0,1642194000000000000,0
286,287.5,1642197600000000000,0
287,287.0,1642201200000000000,0
288,316.75,1642204800000000000,0
289,293.25,1642208400000000000,0
290,287.75,1642212000000000000,0
291,298.25,1642215600000000000,0
292,294.5,1642219200000000000,0
293,321.5,1642222800000000000,0
294,291.5,1642226400000000000,0
295,296.25,1642230000000000000,0
296,316.75,1642233600000000000,0
297,291.0,1642237200000000000,0
298,284.25,1642240800000000000,0
299,283.25,1642244400000000000,0
300,279.0,1642248000000000000,0
301,308.75,1642251600000000000,0
302,280.25,1642255200000000000,0
303,282.75,1642258800000000000,0
304,313.75,1642262400000000000,0
305,290.25,1642266000000000000,0
306,288.0,1642269600000000000,0
307,288.25,1642273200000000000,0
308,314.75,1642276800000000000,0
309,294.0,1642280400000000000,0
310,291.5,1642284000000000000,0
311,289.0,1642287600000000000,0
312,315.25,1642291200000000000,0
313,288.0,1642294800000000000,0
314,289.0,1642298400000000000,0
315,287.5,1642302000000000000,0
316,320.5,1642305600000000000,0
317,287.5,1642309200000000000,0
318,287.25,1642312800000000000,0
319,283.75,1642316400000000000,0
320,306.75,1642320000000000000,0
321,277.5,1642323600000000000,0
322,277.25,1642327200000000000,0
323,275.0,1642330800000000000,0
324,298.25,1642334400000000000,0
325,272.25,1642338000000000000,0
326,274.75,1642341600000000000,0
327,301.0,1642345200000000000,0
328,279.5,1642348800000000000,0
329,282.25,1642352400000000000,0
330,275.0,1642356000000000000,0
331,305.75,1642359600000000000,0
332,277.0,1642363200000000000,0
333,275.25,1642366800000000000,0
334,271.5,1642370400000000000,0
335,300.5,1642374000000000000,0
336,278.25,1642377600000000000,0
337,276.25,1642381200000000000,0
338,304.0,1642384800000000000,0
339,277.25,1642388400000000000,0
340,293.25,1642392000000000000,0
341,308.5,1642395600000000000,0
342,358.25,1642399200000000000,0
343,320.75,1642402800000000000,0
344,321.5,1642406400000000000,0
345,353.75,1642410000000000000,0
346,327.5,1642413600000000000,0
347,333.25,1642417200000000000,0
348,319.5,1642420800000000000,0
349,293.0,1642424400000000000,0
350,319.0,1642428000000000000,0
351,295.5,1642431600000000000,0
352,290.0,1642435200000000000,0
353,292.75,1642438800000000000,0
354,298.5,1642442400000000000,0
355,321.0,1642446000000000000,0
356,291.0,1642449600000000000,0
357,294.5,1642453200000000000,0
358,284.25,1642456800000000000,0
359,274.25,1642460400000000000,0
360,296.0,1642464000000000000,0
361,273.0,1642467600000000000,0
362,272.5,1642471200000000000,0
363,306.0,1642474800000000000,0
364,302.5,1642478400000000000,0
365,327.0,1642482000000000000,0
366,327.75,1642485600000000000,0
367,361.75,1642489200000000000,0
368,328.5,1642492800000000000,0
369,325.5,1642496400000000000,0
370,336.5,1642500000000000000,0
371,374.5,1642503600000000000,0
372,326.0,1642507200000000000,0
373,302.25,1642510800000000000,0
374,298.25,1642514400000000000,0
375,326.75,1642518000000000000,0
376,302.5,1642521600000000000,0
377,297.0,1642525200000000000,0
378,330.25,1642528800000000000,0
379,298.25,1642532400000000000,0
380,295.25,1642536000000000000,0
381,322.25,1642539600000000000,0
382,290.75,1642543200000000000,0
383,290.0,1642546800000000000,0
384,321.75,1642550400000000000,0
385,293.75,1642554000000000000,0
386,293.25,1642557600000000000,0
387,318.0,1642561200000000000,0
388,341.75,1642564800000000000,0
389,417.75,1642568400000000000,0
390,395.0,1642572000000000000,0
391,405.25,1642575600000000000,0
392,408.0,1642579200000000000,0
393,458.75,1642582800000000000,0
394,420.0,1642586400000000000,0
395,428.25,1642590000000000000,0
396,385.0,1642593600000000000,0
397,352.25,1642597200000000000,0
398,379.5,1642600800000000000,0
399,347.75,1642604400000000000,0
400,361.75,1642608000000000000,0
401,358.0,1642611600000000000,0
402,389.75,1642615200000000000,0
403,354.25,1642618800000000000,0
404,353.0,1642622400000000000,0
405,349.5,1642626000000000000,0
406,374.25,1642629600000000000,0
407,312.25,1642633200000000000,0
408,316.75,1642636800000000000,0
409,315.0,1642640400000000000,0
410,371.5,1642644000000000000,0
411,356.5,1642647600000000000,0
412,386.25,1642651200000000000,0
413,461.0,1642654800000000000,0
414,436.75,1642658400000000000,0
415,436.75,1642662000000000000,0
416,444.75,1642665600000000000,0
417,476.75,1642669200000000000,0
418,438.75,1642672800000000000,0
419,433.75,1642676400000000000,0
420,453.25,1642680000000000000,0
421,363.75,1642683600000000000,0
422,343.5,1642687200000000000,0
423,345.0,1642690800000000000,0
424,348.0,1642694400000000000,0
425,377.0,1642698000000000000,0
426,344.75,1642701600000000000,0
427,343.25,1642705200000000000,0
428,376.25,1642708800000000000,0
429,345.0,1642712400000000000,0
430,342.75,1642716000000000000,0
431,345.0,1642719600000000000,0
432,382.75,1642723200000000000,0
433,348.5,1642726800000000000,0
434,367.75,1642730400000000000,0
435,416.75,1642734000000000000,0
436,405.5,1642737600000000000,0
437,443.0,1642741200000000000,0
438,459.25,1642744800000000000,0
439,510.5,1642748400000000000,0
440,472.0,1642752000000000000,0
441,461.25,1642755600000000000,0
442,516.5,1642759200000000000,0
443,468.5,1642762800000000000,0
444,421.5,1642766400000000000,0
445,392.5,1642770000000000000,0
446,414.25,1642773600000000000,0
447,376.5,1642777200000000000,0
448,388.75,1642780800000000000,0
449,392.75,1642784400000000000,0
450,422.75,1642788000000000000,0
451,382.25,1642791600000000000,0
452,380.5,1642795200000000000,0
453,393.5,1642798800000000000,0
454,354.0,1642802400000000000,0
455,354.75,1642806000000000000,0
456,353.0,1642809600000000000,0
457,393.0,1642813200000000000,0
458,373.0,1642816800000000000,0
459,372.75,1642820400000000000,0
460,433.75,1642824000000000000,0
461,421.0,1642827600000000000,0
462,424.0,1642831200000000000,0
463,429.0,1642834800000000000,0
464,422.75,1642838400000000000,0
465,467.25,1642842000000000000,0
466,416.5,1642845600000000000,0
467,417.5,1642849200000000000,0
468,417.5,1642852800000000000,0
469,358.0,1642856400000000000,0
470,357.5,1642860000000000000,0
471,353.75,1642863600000000000,0
472,390.25,1642867200000000000,0
473,356.0,1642870800000000000,0
474,355.0,1642874400000000000,0
475,357.5,1642878000000000000,0
476,355.25,1642881600000000000,0
477,354.25,1642885200000000000,0
478,388.5,1642888800000000000,0
479,340.0,1642892400000000000,0
480,341.25,1642896000000000000,0
481,338.5,1642899600000000000,0
482,377.75,1642903200000000000,0
483,346.25,1642906800000000000,0
484,372.0,1642910400000000000,0
485,403.5,1642914000000000000,0
486,441.0,1642917600000000000,0
487,432.0,1642921200000000000,0
488,446.25,1642924800000000000,0
489,437.25,1642928400000000000,0
490,467.75,1642932000000000000,0
491,399.25,1642935600000000000,0
492,382.0,1642939200000000000,0
493,395.0,1642942800000000000,0
494,332.25,1642946400000000000,0
495,334.75,1642950000000000000,0
496,372.0,1642953600000000000,0
497,338.5,1642957200000000000,0
498,343.5,1642960800000000000,0
499,339.75,1642964400000000000,0
500,380.75,1642968000000000000,0
501,367.25,1642971600000000000,0
502,398.75,1642975200000000000,0
503,443.0,1642978800000000000,0
504,406.75,1642982400000000000,0
505,428.0,1642986000000000000,0
506,921.0,1643004000000000000,0
507,842.25,1643007600000000000,0
508,828.0,1643011200000000000,0
509,921.0,1643014800000000000,0
510,838.75,1643018400000000000,0
511,847.5,1643022000000000000,0
512,839.75,1643025600000000000,0
513,870.75,1643029200000000000,0
514,878.75,1643032800000000000,0
515,891.0,1643036400000000000,0
516,905.25,1643040000000000000,0
517,862.5,1643043600000000000,0
518,420.0,1643072400000000000,0
519,868.0,1643094000000000000,0
520,829.0,1643097600000000000,0
521,857.0,1643101200000000000,0
522,896.0,1643108400000000000,0
523,902.25,1643112000000000000,0
524,813.75,1643115600000000000,0
525,851.25,1643122800000000000,0
526,878.25,1643126400000000000,0
527,849.5,1643130000000000000,0
528,445.0,1643155200000000000,0
529,893.25,1643173200000000000,0
530,847.25,1643176800000000000,0
531,798.75,1643180400000000000,0
532,870.5,1643184000000000000,0
533,806.0,1643187600000000000,0
534,870.25,1643191200000000000,0
535,839.0,1643198400000000000,0
536,813.5,1643202000000000000,0
537,916.25,1643205600000000000,0
538,904.75,1643216400000000000,0
539,408.0,1643241600000000000,0
540,406.5,1643245200000000000,0
541,886.75,1643266800000000000,0
542,889.25,1643270400000000000,0
543,908.75,1643274000000000000,0
544,901.25,1643281200000000000,0
545,834.25,1643284800000000000,0
546,805.75,1643288400000000000,0
547,889.75,1643292000000000000,0
548,915.75,1643299200000000000,0
549,884.0,1643302800000000000,0
550,399.0,1643331600000000000,0
551,425.25,1643335200000000000,0
552,913.25,1643349600000000000,0
553,918.25,1643353200000000000,0
554,904.75,1643360400000000000,0
555,904.75,1643364000000000000,0
556,920.0,1643367600000000000,0
557,878.0,1643371200000000000,0
558,819.5,1643374800000000000,0
559,908.0,1643378400000000000,0
560,913.75,1643382000000000000,0
561,334.75,1643414400000000000,0
562,368.25,1643418000000000000,0
563,370.25,1643421600000000000,0
564,343.0,1643425200000000000,0
565,375.25,1643428800000000000,0
566,338.5,1643432400000000000,0
567,348.75,1643436000000000000,0
568,374.75,1643439600000000000,0
569,343.25,1643443200000000000,0
570,332.5,1643446800000000000,0
571,336.0,1643450400000000000,0
572,371.25,1643454000000000000,0
573,328.25,1643457600000000000,0
574,333.75,1643461200000000000,0
575,336.5,1643464800000000000,0
576,369.75,1643468400000000000,0
577,341.75,1643472000000000000,0
578,342.75,1643475600000000000,0
579,343.0,1643479200000000000,0
580,376.0,1643482800000000000,0
581,340.75,1643486400000000000,0
582,328.0,1643490000000000000,0
583,367.25,1643493600000000000,0
584,334.0,1643497200000000000,0
585,332.75,1643500800000000000,0
586,326.25,1643504400000000000,0
587,387.25,1643508000000000000,0
588,363.75,1643511600000000000,0
589,370.75,1643515200000000000,0
590,361.25,1643518800000000000,0
591,398.0,1643522400000000000,0
592,357.5,1643526000000000000,0
593,356.5,1643529600000000000,0
594,359.5,1643533200000000000,0
595,390.75,1643536800000000000,0
596,359.75,1643540400000000000,0
597,357.75,1643544000000000000,0
598,358.75,1643547600000000000,0
599,362.25,1643551200000000000,0
600,379.0,1643554800000000000,0
601,353.0,1643558400000000000,0
602,360.0,1643562000000000000,0
603,388.0,1643565600000000000,0
604,356.5,1643569200000000000,0
605,354.5,1643572800000000000,0
606,377.75,1643576400000000000,0
607,428.75,1643580000000000000,0
608,387.75,1643583600000000000,0
609,407.25,1643587200000000000,0
610,907.0,1643608800000000000,0
611,924.25,1643612400000000000,0
612,915.75,1643619600000000000,0
613,913.25,1643623200000000000,0
614,806.75,1643634000000000000,0
615,915.0,1643641200000000000,0
616,899.0,1643648400000000000,0
617,423.75,1643677200000000000,0
618,425.0,1643680800000000000,0
619,923.5,1643691600000000000,0
620,900.0,1643695200000000000,0
621,895.0,1643702400000000000,0
622,906.5,1643709600000000000,0
623,892.0,1643716800000000000,0
624,874.25,1643720400000000000,0
625,910.0,1643724000000000000,0
626,910.0,1643727600000000000,0
627,911.75,1643738400000000000,0
628,892.0,1643742000000000000,0
629,353.75,1643760000000000000,0
630,395.5,1643763600000000000,0
631,906.5,1643778000000000000,0
632,868.5,1643781600000000000,0
633,884.5,1643785200000000000,0
634,906.25,1643792400000000000,0
635,914.75,1643796000000000000,0
636,922.75,1643799600000000000,0
637,815.75,1643806800000000000,0
638,897.0,1643810400000000000,0
639,904.75,1643814000000000000,0
640,908.5,1643821200000000000,0
641,911.75,1643824800000000000,0
642,915.75,1643828400000000000,0
643,915.5,1643832000000000000,0
644,381.25,1643850000000000000,0
645,909.75,1643868000000000000,0
646,913.0,1643871600000000000,0
647,874.75,1643878800000000000,0
648,923.75,1643882400000000000,0
649,895.25,1643889600000000000,0
650,828.25,1643893200000000000,0
651,924.0,1643896800000000000,0
652,904.75,1643907600000000000,0
653,898.75,1643911200000000000,0
654,897.75,1643918400000000000,0
655,385.5,1643932800000000000,0
656,401.0,1643936400000000000,0
657,918.0,1643961600000000000,0
658,918.25,1643976000000000000,0
659,825.25,1643979600000000000,0
660,918.5,1643986800000000000,0
661,908.75,1643994000000000000,0
662,379.0,1644019200000000000,0
663,423.0,1644022800000000000,0
664,398.75,1644026400000000000,0
665,418.5,1644030000000000000,0
666,418.75,1644033600000000000,0
667,461.0,1644037200000000000,0
668,396.5,1644040800000000000,0
669,384.25,1644044400000000000,0
670,387.25,1644048000000000000,0
671,385.75,1644051600000000000,0
672,414.75,1644055200000000000,0
673,384.5,1644058800000000000,0
674,382.0,1644062400000000000,0
675,376.25,1644066000000000000,0
676,319.0,1644069600000000000,0
677,318.0,1644073200000000000,0
678,323.75,1644076800000000000,0
679,322.5,1644080400000000000,0
680,362.75,1644084000000000000,0
681,321.75,1644087600000000000,0
682,323.75,1644091200000000000,0
683,322.25,1644094800000000000,0
684,350.0,1644098400000000000,0
685,320.75,1644102000000000000,0
686,320.25,1644105600000000000,0
687,354.75,1644109200000000000,0
688,346.25,1644112800000000000,0
689,361.5,1644116400000000000,0
690,358.25,1644120000000000000,0
691,397.25,1644123600000000000,0
692,365.25,1644127200000000000,0
693,363.75,1644130800000000000,0
694,364.0,1644134400000000000,0
695,397.5,1644138000000000000,0
696,365.25,1644141600000000000,0
697,365.5,1644145200000000000,0
698,400.75,1644148800000000000,0
699,358.5,1644152400000000000,0
700,363.5,1644156000000000000,0
701,392.75,1644159600000000000,0
702,361.25,1644163200000000000,0
703,363.5,1644166800000000000,0
704,362.25,1644170400000000000,0
705,399.25,1644174000000000000,0
706,359.25,1644177600000000000,0
707,382.75,1644181200000000000,0
708,397.0,1644184800000000000,0
709,402.0,1644188400000000000,0
710,374.5,1644192000000000000,0
711,360.75,1644195600000000000,0
712,908.0,1644213600000000000,0
713,893.75,1644220800000000000,0
714,909.75,1644224400000000000,0
715,919.25,1644228000000000000,0
716,825.0,1644238800000000000,0
717,905.25,1644242400000000000,0
718,901.0,1644246000000000000,0
719,901.25,1644249600000000000,0
720,913.0,1644256800000000000,0
721,911.75,1644260400000000000,0
722,370.0,1644278400000000000,0
723,366.25,1644282000000000000,0
724,400.5,1644285600000000000,0
725,912.75,1644296400000000000,0
726,916.25,1644300000000000000,0
727,898.25,1644307200000000000,0
728,887.5,1644310800000000000,0
729,913.75,1644314400000000000,0
730,901.75,1644321600000000000,0
731,821.75,1644325200000000000,0
732,921.5,1644328800000000000,0
733,889.5,1644339600000000000,0
734,914.75,1644343200000000000,0
735,885.25,1644350400000000000,0
736,852.25,1644354000000000000,0
737,382.5,1644364800000000000,0
738,380.0,1644368400000000000,0
739,906.5,1644390000000000000,0
740,868.75,1644393600000000000,0
741,891.0,1644397200000000000,0
742,893.0,1644400800000000000,0
743,875.25,1644408000000000000,0
744,801.25,1644411600000000000,0
745,899.0,1644415200000000000,0
746,883.5,1644418800000000000,0
747,397.5,1644451200000000000,0
748,400.75,1644454800000000000,0
749,827.0,1644469200000000000,0
750,788.0,1644472800000000000,0
751,791.75,1644476400000000000,0
752,874.25,1644480000000000000,0
753,854.25,1644483600000000000,0
754,873.75,1644487200000000000,0
755,863.0,1644494400000000000,0
756,792.5,1644498000000000000,0
757,834.25,1644505200000000000,0
758,875.75,1644508800000000000,0
759,870.75,1644512400000000000,0
760,896.0,1644519600000000000,0
761,904.0,1644523200000000000,0
762,380.5,1644537600000000000,0
763,376.25,1644541200000000000,0
764,877.75,1644562800000000000,0
765,866.75,1644566400000000000,0
766,905.25,1644573600000000000,0
767,919.5,1644577200000000000,0
768,808.75,1644584400000000000,0
769,902.75,1644588000000000000,0
770,888.5,1644591600000000000,0
771,890.5,1644598800000000000,0
772,905.75,1644602400000000000,0
773,357.75,1644624000000000000,0
774,358.5,1644627600000000000,0
775,913.25,1644645600000000000,0
776,877.25,1644649200000000000,0
777,816.0,1644652800000000000,0
778,843.0,1644656400000000000,0
779,758.75,1644660000000000000,0
780,736.0,1644663600000000000,0
781,752.0,1644667200000000000,0
782,851.0,1644670800000000000,0
783,768.0,1644674400000000000,0
784,761.5,1644678000000000000,0
785,776.75,1644681600000000000,0
786,366.5,1644706800000000000,0
787,361.5,1644710400000000000,0
788,359.75,1644714000000000000,0
789,426.25,1644717600000000000,0
790,366.75,1644721200000000000,0
791,345.0,1644724800000000000,0
792,380.5,1644728400000000000,0
793,347.75,1644732000000000000,0
794,345.5,1644735600000000000,0
795,340.25,1644739200000000000,0
796,369.5,1644742800000000000,0
797,338.75,1644746400000000000,0
798,333.25,1644750000000000000,0
799,324.75,1644753600000000000,0
800,334.75,1644757200000000000,0
801,298.0,1644760800000000000,0
802,293.5,1644764400000000000,0
803,300.75,1644768000000000000,0
804,335.25,1644771600000000000,0
805,306.25,1644775200000000000,0
806,307.75,1644778800000000000,0
807,308.5,1644782400000000000,0
808,383.75,1644786000000000000,0
809,353.25,1644789600000000000,0
810,355.25,1644793200000000000,0
811,352.5,1644796800000000000,0
812,395.25,1644800400000000000,0
813,909.75,1644825600000000000,0
814,913.75,1644858000000000000,0
815,412.75,1644876000000000000,0
816,382.75,1644879600000000000,0
817,913.75,1644912000000000000,0
818,520.75,1644915600000000000,0
819,923.5,1644922800000000000,0
820,903.25,1644940800000000000,0
821,894.0,1644944400000000000,0
822,912.75,1644948000000000000,0
823,373.0,1644962400000000000,0
824,386.5,1644966000000000000,0
825,417.0,1644969600000000000,0
826,924.25,1644980400000000000,0
827,892.0,1644984000000000000,0
828,895.5,1644991200000000000,0
829,919.0,1644994800000000000,0
830,895.5,1644998400000000000,0
831,905.25,1645002000000000000,0
832,780.25,1645009200000000000,0
833,897.5,1645012800000000000,0
834,889.25,1645020000000000000,0
835,840.5,1645023600000000000,0
836,880.0,1645027200000000000,0
837,352.75,1645052400000000000,0
838,853.5,1645066800000000000,0
839,833.5,1645070400000000000,0
840,899.25,1645074000000000000,0
841,790.75,1645077600000000000,0
842,800.0,1645081200000000000,0
843,793.5,1645084800000000000,0
844,902.75,1645088400000000000,0
845,856.75,1645092000000000000,0
846,801.75,1645095600000000000,0
847,890.5,1645099200000000000,0
848,915.0,1645106400000000000,0
849,879.75,1645110000000000000,0
850,900.25,1645113600000000000,0
851,366.25,1645138800000000000,0
852,893.75,1645164000000000000,0
853,912.75,1645178400000000000,0
854,832.75,1645182000000000000,0
855,906.5,1645189200000000000,0
856,915.75,1645196400000000000,0
857,898.75,1645203600000000000,0
858,894.0,1645207200000000000,0
859,379.75,1645221600000000000,0
860,418.5,1645225200000000000,0
861,429.5,1645228800000000000,0
862,894.75,1645250400000000000,0
863,905.0,1645257600000000000,0
864,923.0,1645264800000000000,0
865,914.0,1645272000000000000,0
866,916.5,1645275600000000000,0
867,882.25,1645290000000000000,0
868,382.5,1645311600000000000,0
869,414.5,1645315200000000000,0
870,908.75,1645326000000000000,0
871,893.0,1645329600000000000,0
872,898.25,1645333200000000000,0
