,kWh,num_time,phase
1978,871.75,1651341600000000000,2
1979,323.75,1651356000000000000,2
1980,346.0,1651359600000000000,2
1981,307.25,1651363200000000000,2
1982,307.25,1651366800000000000,2
1983,338.75,1651370400000000000,2
1984,302.75,1651374000000000000,2
1985,300.25,1651377600000000000,2
1986,309.25,1651381200000000000,2
1987,352.5,1651384800000000000,2
1988,316.0,1651388400000000000,2
1989,314.5,1651392000000000000,2
1990,354.75,1651395600000000000,2
1991,326.25,1651399200000000000,2
1992,320.0,1651402800000000000,2
1993,356.5,1651406400000000000,2
1994,306.25,1651410000000000000,2
1995,284.25,1651413600000000000,2
1996,282.5,1651417200000000000,2
1997,310.25,1651420800000000000,2
1998,288.75,1651424400000000000,2
1999,290.5,1651428000000000000,2
2000,284.5,1651431600000000000,2
2001,286.5,1651435200000000000,2
2002,335.5,1651438800000000000,2
2003,319.0,1651442400000000000,2
2004,316.5,1651446000000000000,2
2005,311.75,1651449600000000000,2
2006,345.75,1651453200000000000,2
2007,833.75,1651467600000000000,2
2008,771.0,1651471200000000000,2
2009,840.5,1651474800000000000,2
2010,874.0,1651482000000000000,2
2011,870.75,1651485600000000000,2
2012,862.75,1651489200000000000,2
2013,776.75,1651496400000000000,2
2014,889.25,1651500000000000000,2
2015,855.25,1651503600000000000,2
2016,832.75,1651510800000000000,2
2017,848.25,1651514400000000000,2
2018,329.25,1651536000000000000,2
2019,328.75,1651539600000000000,2
2020,359.5,1651543200000000000,2
2021,878.0,1651590000000000000,2
2022,841.5,1651593600000000000,2
2023,863.0,1651597200000000000,2
2024,341.0,1651615200000000000,2
2025,332.0,1651618800000000000,2
2026,330.75,1651622400000000000,2
2027,388.75,1651626000000000000,2
2028,559.25,1651629600000000000,2
2029,755.5,1651633200000000000,2
2030,862.5,1651640400000000000,2
2031,845.75,1651647600000000000,2
2032,862.5,1651651200000000000,2
2033,852.75,1651654800000000000,2
2034,701.25,1651662000000000000,2
2035,884.5,1651672800000000000,2
2036,874.0,1651676400000000000,2
2037,870.25,1651683600000000000,2
2038,887.75,1651687200000000000,2
2039,329.75,1651698000000000000,2
2040,325.25,1651701600000000000,2
2041,357.25,1651705200000000000,2
2042,863.25,1651737600000000000,2
2043,836.5,1651744800000000000,2
2044,779.0,1651748400000000000,2
2045,445.25,1651752000000000000,2
2046,890.5,1651759200000000000,2
2047,890.0,1651766400000000000,2
2048,871.0,1651770000000000000,2
2049,329.0,1651784400000000000,2
2050,322.75,1651788000000000000,2
2051,348.75,1651791600000000000,2
2052,915.25,1651820400000000000,2
2053,865.25,1651824000000000000,2
2054,884.25,1651827600000000000,2
2055,738.75,1651831200000000000,2
2056,843.25,1651834800000000000,2
2057,875.0,1651842000000000000,2
2058,848.75,1651845600000000000,2
2059,871.75,1651849200000000000,2
2060,366.5,1651867200000000000,2
2061,332.25,1651870800000000000,2
2062,324.0,1651874400000000000,2
2063,846.0,1651888800000000000,2
2064,854.75,1651892400000000000,2
2065,850.25,1651896000000000000,2
2066,892.0,1651899600000000000,2
2067,772.75,1651903200000000000,2
2068,777.0,1651906800000000000,2
2069,780.0,1651910400000000000,2
2070,893.75,1651914000000000000,2
2071,765.75,1651917600000000000,2
2072,863.75,1651921200000000000,2
2073,815.5,1651924800000000000,2
2074,817.0,1651928400000000000,2
2075,911.5,1651932000000000000,2
2076,856.5,1651935600000000000,2
2077,851.75,1651939200000000000,2
2078,890.25,1651942800000000000,2
2079,339.0,1651953600000000000,2
2080,366.5,1651957200000000000,2
2081,328.0,1651960800000000000,2
2082,328.5,1651964400000000000,2
2083,362.25,1651968000000000000,2
2084,330.25,1651971600000000000,2
2085,326.5,1651975200000000000,2
2086,316.75,1651978800000000000,2
2087,333.75,1651982400000000000,2
2088,298.25,1651986000000000000,2
2089,297.0,1651989600000000000,2
2090,325.25,1651993200000000000,2
2091,295.75,1651996800000000000,2
2092,293.5,1652000400000000000,2
2093,278.75,1652004000000000000,2
2094,290.75,1652007600000000000,2
2095,268.25,1652011200000000000,2
2096,261.25,1652014800000000000,2
2097,267.5,1652018400000000000,2
2098,284.75,1652022000000000000,2
2099,266.25,1652025600000000000,2
2100,267.5,1652029200000000000,2
2101,281.5,1652032800000000000,2
2102,319.5,1652036400000000000,2
2103,291.5,1652040000000000000,2
2104,282.25,1652043600000000000,2
2105,314.25,1652047200000000000,2
2106,868.0,1652065200000000000,2
2107,873.75,1652068800000000000,2
2108,848.25,1652072400000000000,2
2109,843.75,1652079600000000000,2
2110,856.25,1652083200000000000,2
2111,854.0,1652086800000000000,2
2112,847.5,1652090400000000000,2
2113,864.0,1652094000000000000,2
2114,890.75,1652101200000000000,2
2115,844.75,1652104800000000000,2
2116,875.75,1652108400000000000,2
2117,862.25,1652112000000000000,2
2118,920.75,1652115600000000000,2
2119,314.75,1652130000000000000,2
2120,315.0,1652133600000000000,2
2121,883.5,1652155200000000000,2
2122,866.0,1652158800000000000,2
2123,880.25,1652162400000000000,2
2124,861.5,1652169600000000000,2
2125,831.0,1652173200000000000,2
2126,850.5,1652176800000000000,2
2127,866.75,1652180400000000000,2
2128,850.75,1652184000000000000,2
2129,877.5,1652187600000000000,2
2130,868.5,1652191200000000000,2
2131,863.25,1652198400000000000,2
2132,878.75,1652202000000000000,2
2133,319.5,1652216400000000000,2
2134,319.5,1652220000000000000,2
2135,882.25,1652234400000000000,2
2136,880.75,1652238000000000000,2
2137,907.0,1652241600000000000,2
2138,856.5,1652248800000000000,2
2139,863.75,1652252400000000000,2
2140,887.0,1652259600000000000,2
2141,798.0,1652263200000000000,2
2142,893.25,1652266800000000000,2
2143,878.75,1652270400000000000,2
2144,853.5,1652277600000000000,2
2145,873.25,1652281200000000000,2
2146,891.75,1652288400000000000,2
2147,343.25,1652299200000000000,2
2148,368.0,1652302800000000000,2
2149,335.5,1652306400000000000,2
2150,367.5,1652310000000000000,2
2151,881.25,1652320800000000000,2
2152,868.75,1652324400000000000,2
2153,859.0,1652328000000000000,2
2154,824.25,1652331600000000000,2
2155,843.25,1652335200000000000,2
2156,731.75,1652338800000000000,2
2157,786.5,1652342400000000000,2
2158,719.5,1652346000000000000,2
2159,356.25,1652382000000000000,2
2160,354.25,1652385600000000000,2
2161,326.0,1652389200000000000,2
2162,325.5,1652392800000000000,2
2163,784.75,1652407200000000000,2
2164,758.25,1652410800000000000,2
2165,562.25,1652414400000000000,2
2166,547.0,1652418000000000000,2
2167,768.5,1652421600000000000,2
2168,847.25,1652425200000000000,2
2169,862.25,1652428800000000000,2
2170,862.25,1652432400000000000,2
2171,767.5,1652436000000000000,2
2172,834.5,1652439600000000000,2
2173,864.25,1652446800000000000,2
2174,817.25,1652450400000000000,2
2175,843.0,1652454000000000000,2
2176,813.5,1652457600000000000,2
2177,291.5,1652472000000000000,2
2178,324.5,1652475600000000000,2
2179,287.25,1652479200000000000,2
2180,310.75,1652482800000000000,2
2181,286.0,1652486400000000000,2
2182,308.25,1652490000000000000,2
2183,285.75,1652493600000000000,2
2184,282.5,1652497200000000000,2
2185,299.0,1652500800000000000,2
2186,323.0,1652504400000000000,2
2187,297.25,1652508000000000000,2
2188,300.5,1652511600000000000,2
2189,303.75,1652515200000000000,2
2190,335.25,1652518800000000000,2
2191,311.5,1652522400000000000,2
2192,306.5,1652526000000000000,2
2193,340.5,1652529600000000000,2
2194,307.75,1652533200000000000,2
2195,304.25,1652536800000000000,2
2196,333.0,1652540400000000000,2
2197,299.75,1652544000000000000,2
2198,296.75,1652547600000000000,2
2199,332.25,1652551200000000000,2
2200,297.0,1652554800000000000,2
2201,295.25,1652558400000000000,2
2202,294.25,1652562000000000000,2
2203,322.75,1652565600000000000,2
2204,293.5,1652569200000000000,2
2205,292.5,1652572800000000000,2
2206,321.0,1652576400000000000,2
2207,289.75,1652580000000000000,2
2208,296.75,1652583600000000000,2
2209,298.75,1652587200000000000,2
2210,295.25,1652590800000000000,2
2211,293.75,1652594400000000000,2
2212,324.75,1652598000000000000,2
2213,293.25,1652601600000000000,2
2214,298.25,1652605200000000000,2
2215,324.0,1652608800000000000,2
2216,302.75,1652612400000000000,2
2217,297.75,1652616000000000000,2
2218,294.0,1652619600000000000,2
2219,329.5,1652623200000000000,2
2220,295.25,1652626800000000000,2
2221,294.75,1652630400000000000,2
2222,331.75,1652634000000000000,2
2223,332.75,1652637600000000000,2
2224,322.5,1652641200000000000,2
2225,355.0,1652644800000000000,2
2226,324.0,1652648400000000000,2
2227,326.75,1652652000000000000,2
2228,917.75,1652666400000000000,2
2229,853.0,1652670000000000000,2
2230,864.0,1652673600000000000,2
2231,830.75,1652677200000000000,2
2232,882.0,1652684400000000000,2
2233,892.0,1652688000000000000,2
2234,856.5,1652691600000000000,2
2235,844.0,1652695200000000000,2
2236,870.0,1652698800000000000,2
2237,874.0,1652702400000000000,2
2238,878.5,1652706000000000000,2
2239,885.5,1652713200000000000,2
2240,841.0,1652716800000000000,2
2241,334.0,1652734800000000000,2
2242,330.0,1652738400000000000,2
2243,866.5,1652756400000000000,2
2244,887.75,1652760000000000000,2
2245,853.75,1652763600000000000,2
2246,878.75,1652770800000000000,2
2247,785.25,1652774400000000000,2
2248,741.75,1652778000000000000,2
2249,767.5,1652781600000000000,2
2250,857.0,1652788800000000000,2
2251,902.0,1652792400000000000,2
2252,326.5,1652817600000000000,2
2253,357.5,1652821200000000000,2
2254,328.75,1652824800000000000,2
2255,359.25,1652828400000000000,2
2256,874.25,1652839200000000000,2
2257,865.75,1652842800000000000,2
2258,885.75,1652846400000000000,2
2259,921.25,1652850000000000000,2
2260,858.0,1652853600000000000,2
2261,858.0,1652857200000000000,2
2262,893.75,1652860800000000000,2
2263,768.75,1652868000000000000,2
2264,868.75,1652871600000000000,2
2265,874.75,1652875200000000000,2
2266,838.5,1652882400000000000,2
2267,828.75,1652886000000000000,2
2268,328.5,1652904000000000000,2
2269,334.75,1652907600000000000,2
2270,327.25,1652911200000000000,2
2271,400.25,1652914800000000000,2
2272,562.25,1652918400000000000,2
2273,721.75,1652922000000000000,2
2274,812.5,1652925600000000000,2
2275,502.75,1652929200000000000,2
2276,478.5,1652932800000000000,2
2277,475.5,1652936400000000000,2
2278,859.75,1652950800000000000,2
2279,832.25,1652954400000000000,2
2280,880.75,1652958000000000000,2
2281,851.5,1652961600000000000,2
2282,860.25,1652965200000000000,2
2283,836.75,1652968800000000000,2
2284,923.5,1652972400000000000,2
2285,356.0,1652990400000000000,2
2286,353.5,1652994000000000000,2
2287,385.5,1652997600000000000,2
2288,877.75,1653012000000000000,2
2289,876.25,1653015600000000000,2
2290,842.25,1653019200000000000,2
2291,900.25,1653022800000000000,2
2292,848.75,1653026400000000000,2
2293,824.25,1653030000000000000,2
2294,918.0,1653033600000000000,2
2295,822.5,1653037200000000000,2
2296,754.75,1653040800000000000,2
2297,850.5,1653044400000000000,2
2298,819.0,1653048000000000000,2
2299,921.0,1653051600000000000,2
2300,818.25,1653055200000000000,2
2301,834.25,1653058800000000000,2
2302,905.0,1653062400000000000,2
2303,392.75,1653076800000000000,2
2304,419.75,1653080400000000000,2
2305,373.75,1653084000000000000,2
2306,388.0,1653087600000000000,2
2307,406.5,1653091200000000000,2
2308,366.5,1653094800000000000,2
2309,355.0,1653098400000000000,2
2310,349.0,1653102000000000000,2
2311,355.0,1653105600000000000,2
2312,389.25,1653109200000000000,2
2313,359.75,1653112800000000000,2
2314,364.0,1653116400000000000,2
2315,345.75,1653120000000000000,2
2316,388.25,1653123600000000000,2
2317,346.25,1653127200000000000,2
2318,303.5,1653130800000000000,2
2319,305.5,1653134400000000000,2
2320,339.25,1653138000000000000,2
2321,305.0,1653141600000000000,2
2322,305.75,1653145200000000000,2
2323,304.25,1653148800000000000,2
2324,329.25,1653152400000000000,2
2325,298.75,1653156000000000000,2
2326,300.5,1653159600000000000,2
2327,299.75,1653163200000000000,2
2328,324.75,1653166800000000000,2
2329,295.0,1653170400000000000,2
2330,295.0,1653174000000000000,2
2331,298.0,1653177600000000000,2
2332,323.0,1653181200000000000,2
2333,292.0,1653184800000000000,2
2334,294.75,1653188400000000000,2
2335,328.75,1653192000000000000,2
2336,294.25,1653195600000000000,2
2337,292.5,1653199200000000000,2
2338,297.5,1653202800000000000,2
2339,321.5,1653206400000000000,2
2340,294.5,1653210000000000000,2
2341,292.25,1653213600000000000,2
2342,297.5,1653217200000000000,2
2343,324.75,1653220800000000000,2
2344,296.5,1653224400000000000,2
2345,300.5,1653228000000000000,2
2346,293.25,1653231600000000000,2
2347,326.25,1653235200000000000,2
2348,294.0,1653238800000000000,2
2349,294.0,1653242400000000000,2
2350,327.0,1653246000000000000,2
2351,300.5,1653249600000000000,2
2352,296.25,1653253200000000000,2
2353,294.25,1653256800000000000,2
2354,347.5,1653260400000000000,2
2355,326.25,1653264000000000000,2
2356,324.0,1653267600000000000,2
2357,323.0,1653271200000000000,2
2358,349.75,1653274800000000000,2
2359,318.5,1653278400000000000,2
2360,320.0,1653282000000000000,2
2361,322.75,1653285600000000000,2
2362,361.5,1653289200000000000,2
2363,324.25,1653292800000000000,2
2364,336.75,1653296400000000000,2
2365,336.75,1653300000000000000,2
2366,362.0,1653303600000000000,2
2367,332.5,1653307200000000000,2
2368,324.25,1653310800000000000,2
2369,328.0,1653314400000000000,2
2370,321.0,1653318000000000000,2
2371,355.75,1653321600000000000,2
2372,333.5,1653325200000000000,2
2373,359.25,1653328800000000000,2
2374,357.75,1653332400000000000,2
2375,345.0,1653336000000000000,2
2376,319.0,1653339600000000000,2
2377,336.5,1653343200000000000,2
2378,921.0,1653357600000000000,2
2379,880.75,1653361200000000000,2
2380,885.0,1653368400000000000,2
2381,900.0,1653372000000000000,2
2382,896.75,1653379200000000000,2
2383,865.5,1653382800000000000,2
2384,879.75,1653386400000000000,2
2385,896.5,1653390000000000000,2
2386,844.0,1653393600000000000,2
2387,814.75,1653400800000000000,2
2388,810.25,1653404400000000000,2
2389,889.25,1653408000000000000,2
2390,336.75,1653426000000000000,2
2391,370.0,1653429600000000000,2
2392,374.0,1653433200000000000,2
2393,725.5,1653444000000000000,2
2394,739.25,1653447600000000000,2
2395,812.5,1653451200000000000,2
2396,730.0,1653454800000000000,2
2397,738.5,1653458400000000000,2
2398,809.25,1653462000000000000,2
2399,735.5,1653465600000000000,2
2400,728.5,1653469200000000000,2
2401,713.25,1653472800000000000,2
2402,750.75,1653476400000000000,2
2403,729.0,1653480000000000000,2
2404,718.5,1653483600000000000,2
2405,780.75,1653487200000000000,2
2406,733.75,1653490800000000000,2
2407,737.75,1653494400000000000,2
2408,791.25,1653498000000000000,2
2409,335.5,1653512400000000000,2
2410,339.25,1653516000000000000,2
2411,702.75,1653526800000000000,2
2412,673.25,1653530400000000000,2
2413,692.25,1653534000000000000,2
2414,728.0,1653537600000000000,2
2415,656.75,1653541200000000000,2
2416,705.5,1653544800000000000,2
2417,774.5,1653548400000000000,2
2418,720.75,1653552000000000000,2
2419,741.5,1653555600000000000,2
2420,776.25,1653559200000000000,2
2421,745.5,1653562800000000000,2
2422,731.25,1653566400000000000,2
2423,805.5,1653570000000000000,2
2424,684.75,1653573600000000000,2
2425,694.5,1653577200000000000,2
2426,707.25,1653580800000000000,2
2427,767.0,1653584400000000000,2
2428,363.5,1653598800000000000,2
2429,377.0,1653602400000000000,2
2430,828.5,1653616800000000000,2
2431,746.25,1653620400000000000,2
2432,759.25,1653624000000000000,2
2433,729.5,1653627600000000000,2
2434,830.75,1653631200000000000,2
2435,725.0,1653634800000000000,2
2436,694.75,1653638400000000000,2
2437,721.5,1653642000000000000,2
2438,710.0,1653645600000000000,2
2439,741.5,1653649200000000000,2
2440,725.0,1653652800000000000,2
2441,818.25,1653656400000000000,2
2442,706.25,1653660000000000000,2
2443,739.25,1653663600000000000,2
2444,788.25,1653667200000000000,2
2445,348.0,1653685200000000000,2
2446,343.75,1653688800000000000,2
2447,776.5,1653703200000000000,2
2448,718.25,1653706800000000000,2
2449,739.0,1653710400000000000,2
2450,707.0,1653714000000000000,2
2451,820.5,1653717600000000000,2
2452,726.0,1653721200000000000,2
2453,733.5,1653724800000000000,2
2454,772.75,1653728400000000000,2
2455,628.75,1653732000000000000,2
2456,718.0,1653735600000000000,2
2457,782.75,1653739200000000000,2
2458,729.25,1653742800000000000,2
2459,699.75,1653746400000000000,2
2460,801.0,1653750000000000000,2
2461,303.75,1653771600000000000,2
2462,330.0,1653775200000000000,2
2463,298.5,1653778800000000000,2
2464,297.0,1653782400000000000,2
2465,326.0,1653786000000000000,2
2466,300.5,1653789600000000000,2
2467,331.0,1653793200000000000,2
2468,305.5,1653796800000000000,2
2469,304.0,1653800400000000000,2
2470,340.75,1653804000000000000,2
2471,313.25,1653807600000000000,2
2472,314.0,1653811200000000000,2
2473,344.0,1653814800000000000,2
2474,317.0,1653818400000000000,2
2475,308.0,1653822000000000000,2
2476,339.75,1653825600000000000,2
2477,305.0,1653829200000000000,2
2478,335.0,1653832800000000000,2
2479,304.0,1653836400000000000,2
2480,299.5,1653840000000000000,2
2481,337.25,1653843600000000000,2
2482,321.0,1653847200000000000,2
2483,332.75,1653850800000000000,2
2484,349.75,1653854400000000000,2
2485,320.0,1653858000000000000,2
2486,794.75,1653879600000000000,2
2487,750.5,1653883200000000000,2
2488,787.5,1653886800000000000,2
2489,749.75,1653890400000000000,2
2490,741.5,1653894000000000000,2
2491,751.5,1653897600000000000,2
2492,795.25,1653901200000000000,2
2493,649.0,1653904800000000000,2
2494,721.0,1653908400000000000,2
2495,775.75,1653912000000000000,2
2496,699.25,1653915600000000000,2
2497,690.0,1653919200000000000,2
2498,804.5,1653922800000000000,2
2499,732.5,1653926400000000000,2
2500,739.5,1653930000000000000,2
2501,364.5,1653940800000000000,2
2502,385.75,1653944400000000000,2
2503,346.25,1653948000000000000,2
2504,370.75,1653951600000000000,2
2505,781.25,1653966000000000000,2
2506,726.5,1653969600000000000,2
2507,713.0,1653973200000000000,2
2508,796.5,1653976800000000000,2
2509,736.0,1653980400000000000,2
2510,722.5,1653984000000000000,2
2511,789.5,1653987600000000000,2
2512,643.75,1653991200000000000,2
2513,729.25,1653994800000000000,2
2514,777.25,1653998400000000000,2
2515,711.0,1654002000000000000,2
2516,691.0,1654005600000000000,2
2517,791.0,1654009200000000000,2
2518,729.75,1654059600000000000,2
2519,679.75,1654063200000000000,2
2520,820.75,1654066800000000000,2
2521,737.75,1654070400000000000,2
2522,760.25,1654074000000000000,2
2523,827.25,1654077600000000000,2
2524,747.25,1654081200000000000,2
2525,721.0,1654084800000000000,2
2526,715.25,1654088400000000000,2
2527,751.0,1654092000000000000,2
2528,735.5,1654095600000000000,2
2529,817.25,1654099200000000000,2
2530,716.5,1654102800000000000,2
2531,822.5,1654106400000000000,2
2532,326.75,1654128000000000000,2
2533,770.5,1654149600000000000,2
2534,715.75,1654153200000000000,2
2535,691.0,1654156800000000000,2
2536,784.0,1654160400000000000,2
2537,718.5,1654164000000000000,2
2538,737.25,1654167600000000000,2
2539,775.0,1654171200000000000,2
2540,632.75,1654174800000000000,2
2541,736.0,1654178400000000000,2
2542,720.5,1654182000000000000,2
2543,796.25,1654185600000000000,2
2544,695.75,1654189200000000000,2
2545,727.5,1654192800000000000,2
2546,784.0,1654196400000000000,2
2547,311.75,1654214400000000000,2
2548,334.0,1654218000000000000,2
2549,346.5,1654221600000000000,2
2550,773.75,1654239600000000000,2
2551,699.75,1654243200000000000,2
2552,727.25,1654246800000000000,2
2553,790.25,1654250400000000000,2
2554,721.75,1654254000000000000,2
2555,712.0,1654257600000000000,2
2556,698.0,1654261200000000000,2
2557,716.25,1654264800000000000,2
2558,697.25,1654268400000000000,2
2559,723.25,1654272000000000000,2
2560,740.5,1654275600000000000,2
2561,683.75,1654279200000000000,2
2562,697.25,1654282800000000000,2
2563,772.0,1654286400000000000,2
2564,320.0,1654300800000000000,2
2565,312.25,1654304400000000000,2
2566,339.25,1654308000000000000,2
2567,751.5,1654326000000000000,2
2568,664.5,1654329600000000000,2
2569,692.25,1654333200000000000,2
2570,772.5,1654336800000000000,2
2571,716.5,1654340400000000000,2
2572,694.25,1654344000000000000,2
2573,668.25,1654347600000000000,2
2574,713.0,1654351200000000000,2
2575,698.5,1654354800000000000,2
2576,799.25,1654358400000000000,2
2577,684.25,1654362000000000000,2
2578,720.5,1654365600000000000,2
2579,711.75,1654369200000000000,2
2580,773.0,1654372800000000000,2
2581,258.0,1654387200000000000,2
2582,318.25,1654390800000000000,2
2583,284.5,1654394400000000000,2
2584,304.5,1654398000000000000,2
2585,261.0,1654401600000000000,2
2586,267.25,1654405200000000000,2
2587,272.0,1654408800000000000,2
2588,299.5,1654412400000000000,2
2589,275.0,1654416000000000000,2
2590,276.0,1654419600000000000,2
2591,280.75,1654423200000000000,2
2592,308.0,1654426800000000000,2
2593,282.0,1654430400000000000,2
2594,286.5,1654434000000000000,2
2595,301.5,1654437600000000000,2
2596,276.25,1654441200000000000,2
2597,274.25,1654444800000000000,2
2598,272.75,1654448400000000000,2
2599,296.25,1654452000000000000,2
2600,269.0,1654455600000000000,2
2601,269.75,1654459200000000000,2
2602,324.75,1654462800000000000,2
2603,300.5,1654466400000000000,2
2604,299.75,1654470000000000000,2
2605,298.5,1654473600000000000,2
2606,341.25,1654477200000000000,2
2607,342.25,1654480800000000000,2
2608,714.0,1654491600000000000,2
2609,685.5,1654495200000000000,2
2610,706.75,1654498800000000000,2
2611,759.75,1654502400000000000,2
2612,693.25,1654506000000000000,2
2613,691.25,1654509600000000000,2
2614,655.75,1654513200000000000,2
2615,745.75,1654516800000000000,2
2616,612.5,1654520400000000000,2
2617,710.5,1654524000000000000,2
2618,698.25,1654527600000000000,2
2619,780.0,1654531200000000000,2
2620,676.25,1654534800000000000,2
2621,717.5,1654538400000000000,2
2622,698.75,1654542000000000000,2
2623,782.25,1654545600000000000,2
2624,316.25,1654556400000000000,2
2625,351.75,1654560000000000000,2
2626,310.5,1654563600000000000,2
2627,340.5,1654567200000000000,2
2628,767.25,1654578000000000000,2
2629,683.5,1654581600000000000,2
2630,703.25,1654585200000000000,2
2631,685.25,1654588800000000000,2
2632,782.0,1654592400000000000,2
2633,690.75,1654596000000000000,2
2634,688.0,1654599600000000000,2
2635,754.0,1654603200000000000,2
2636,620.0,1654606800000000000,2
2637,718.0,1654610400000000000,2
2638,753.25,1654614000000000000,2
2639,705.0,1654617600000000000,2
2640,674.25,1654621200000000000,2
2641,779.0,1654624800000000000,2
2642,690.0,1654628400000000000,2
2643,305.5,1654646400000000000,2
2644,329.5,1654650000000000000,2
2645,340.0,1654653600000000000,2
2646,704.75,1654668000000000000,2
2647,700.5,1654671600000000000,2
2648,689.25,1654675200000000000,2
2649,803.25,1654678800000000000,2
2650,708.0,1654682400000000000,2
2651,717.75,1654686000000000000,2
2652,693.5,1654689600000000000,2
2653,681.5,1654693200000000000,2
2654,707.5,1654696800000000000,2
2655,685.75,1654700400000000000,2
2656,701.75,1654704000000000000,2
2657,752.5,1654707600000000000,2
2658,715.25,1654711200000000000,2
2659,689.0,1654714800000000000,2
2660,712.5,1654718400000000000,2
2661,337.75,1654729200000000000,2
2662,352.5,1654732800000000000,2
2663,313.5,1654736400000000000,2
2664,339.5,1654740000000000000,2
2665,782.75,1654758000000000000,2
2666,679.5,1654761600000000000,2
2667,711.0,1654765200000000000,2
2668,692.75,1654768800000000000,2
2669,773.25,1654772400000000000,2
2670,659.5,1654776000000000000,2
2671,614.75,1654779600000000000,2
2672,701.25,1654783200000000000,2
2673,778.5,1654786800000000000,2
2674,727.0,1654790400000000000,2
2675,680.0,1654794000000000000,2
2676,714.5,1654797600000000000,2
2677,312.25,1654819200000000000,2
2678,311.75,1654822800000000000,2
2679,783.25,1654844400000000000,2
2680,682.0,1654848000000000000,2
2681,705.0,1654851600000000000,2
2682,769.25,1654855200000000000,2
2683,721.0,1654858800000000000,2
2684,682.75,1654862400000000000,2
2685,690.25,1654866000000000000,2
2686,721.75,1654869600000000000,2
2687,719.0,1654873200000000000,2
2688,733.0,1654876800000000000,2
2689,754.5,1654880400000000000,2
2690,714.75,1654884000000000000,2
2691,701.0,1654887600000000000,2
2692,722.75,1654891200000000000,2
2693,339.5,1654902000000000000,2
2694,359.5,1654905600000000000,2
2695,324.25,1654909200000000000,2
2696,356.75,1654912800000000000,2
2697,734.25,1654927200000000000,2
2698,693.75,1654930800000000000,2
2699,671.5,1654934400000000000,2
2700,698.0,1654938000000000000,2
2701,752.25,1654941600000000000,2
2702,711.75,1654945200000000000,2
2703,704.75,1654948800000000000,2
2704,691.25,1654952400000000000,2
2705,720.5,1654956000000000000,2
2706,707.5,1654959600000000000,2
2707,739.0,1654963200000000000,2
2708,694.5,1654966800000000000,2
2709,764.25,1654970400000000000,2
2710,308.75,1654992000000000000,2
2711,305.75,1654995600000000000,2
2712,335.5,1654999200000000000,2
2713,305.0,1655002800000000000,2
2714,294.5,1655006400000000000,2
2715,316.25,1655010000000000000,2
2716,276.75,1655013600000000000,2
2717,266.25,1655017200000000000,2
2718,271.75,1655020800000000000,2
2719,270.75,1655024400000000000,2
2720,298.25,1655028000000000000,2
2721,271.25,1655031600000000000,2
2722,270.5,1655035200000000000,2
2723,266.0,1655038800000000000,2
2724,250.75,1655042400000000000,2
2725,276.0,1655046000000000000,2
2726,250.5,1655049600000000000,2
2727,272.75,1655053200000000000,2
2728,248.5,1655056800000000000,2
2729,247.5,1655060400000000000,2
2730,285.0,1655064000000000000,2
2731,275.5,1655067600000000000,2
2732,289.75,1655071200000000000,2
2733,277.25,1655074800000000000,2
2734,298.0,1655078400000000000,2
2735,283.0,1655082000000000000,2
2736,731.0,1655096400000000000,2
2737,707.25,1655100000000000000,2
2738,726.0,1655103600000000000,2
2739,762.25,1655107200000000000,2
2740,741.75,1655110800000000000,2
2741,708.75,1655114400000000000,2
2742,716.75,1655118000000000000,2
2743,773.75,1655121600000000000,2
2744,627.5,1655125200000000000,2
2745,729.0,1655128800000000000,2
2746,789.5,1655132400000000000,2
2747,739.25,1655136000000000000,2
2748,700.0,1655139600000000000,2
2749,727.5,1655143200000000000,2
2750,797.5,1655146800000000000,2
2751,316.75,1655164800000000000,2
2752,315.25,1655168400000000000,2
2753,772.25,1655186400000000000,2
2754,729.75,1655190000000000000,2
2755,704.5,1655193600000000000,2
2756,711.0,1655197200000000000,2
2757,798.25,1655200800000000000,2
2758,720.25,1655204400000000000,2
2759,701.75,1655208000000000000,2
2760,612.5,1655211600000000000,2
2761,799.25,1655215200000000000,2
2762,690.0,1655218800000000000,2
2763,725.5,1655222400000000000,2
2764,712.0,1655226000000000000,2
2765,793.75,1655229600000000000,2
2766,729.0,1655233200000000000,2
2767,726.5,1655236800000000000,2
2768,328.0,1655247600000000000,2
2769,320.5,1655251200000000000,2
2770,365.75,1655254800000000000,2
2771,776.75,1655269200000000000,2
2772,696.5,1655272800000000000,2
2773,729.0,1655276400000000000,2
2774,755.0,1655280000000000000,2
2775,701.5,1655283600000000000,2
2776,711.0,1655287200000000000,2
2777,714.25,1655290800000000000,2
2778,740.25,1655294400000000000,2
2779,622.5,1655298000000000000,2
2780,735.75,1655301600000000000,2
2781,711.75,1655305200000000000,2
2782,803.25,1655308800000000000,2
2783,697.0,1655312400000000000,2
2784,689.5,1655316000000000000,2
2785,762.5,1655319600000000000,2
2786,346.5,1655334000000000000,2
2787,336.5,1655337600000000000,2
2788,333.25,1655341200000000000,2
2789,668.25,1655355600000000000,2
2790,728.0,1655359200000000000,2
2791,679.0,1655362800000000000,2
2792,719.0,1655366400000000000,2
2793,733.0,1655370000000000000,2
2794,733.5,1655373600000000000,2
2795,810.5,1655377200000000000,2
2796,744.0,1655380800000000000,2
2797,651.5,1655384400000000000,2
2798,725.25,1655388000000000000,2
2799,700.25,1655391600000000000,2
