time,Measure,kWh,label
2022-01-03 00:00:00,Sub - Feeder F03,20.5,unclassified
2022-01-03 00:15:00,Sub - Feeder F03,20.9375,unclassified
2022-01-03 00:30:00,Sub - Feeder F03,21.375,unclassified
2022-01-03 00:45:00,Sub - Feeder F03,21.8125,unclassified
2022-01-03 01:00:00,Sub - Feeder F03,22.25,unclassified
2022-01-03 01:15:00,Sub - Feeder F03,21.6875,unclassified
2022-01-03 01:30:00,Sub - Feeder F03,21.125,unclassified
2022-01-03 01:45:00,Sub - Feeder F03,20.5625,unclassified
2022-01-03 03:15:00,Sub - Feeder F03,20.375,unclassified
2022-01-03 03:30:00,Sub - Feeder F03,20.75,unclassified
2022-01-03 03:45:00,Sub - Feeder F03,21.125,unclassified
2022-01-03 04:00:00,Sub - Feeder F03,21.5,unclassified
2022-01-03 04:15:00,Sub - Feeder F03,21.1875,unclassified
2022-01-03 04:30:00,Sub - Feeder F03,20.875,unclassified
2022-01-03 04:45:00,Sub - Feeder F03,20.5625,unclassified
2022-01-03 06:15:00,Sub - Feeder F03,20.3125,unclassified
2022-01-03 06:30:00,Sub - Feeder F03,20.625,unclassified
2022-01-03 06:45:00,Sub - Feeder F03,20.9375,unclassified
2022-01-03 07:00:00,Sub - Feeder F03,21.25,unclassified
2022-01-03 07:15:00,Sub - Feeder F03,21.75,unclassified
2022-01-03 07:30:00,Sub - Feeder F03,22.25,unclassified
2022-01-03 07:45:00,Sub - Feeder F03,22.75,unclassified
2022-01-03 08:00:00,Sub - Feeder F03,23.25,unclassified
2022-01-03 08:15:00,Sub - Feeder F03,22.6875,unclassified
2022-01-03 08:30:00,Sub - Feeder F03,22.125,unclassified
2022-01-03 08:45:00,Sub - Feeder F03,21.5625,unclassified
2022-01-03 09:00:00,Sub - Feeder F03,21.0,unclassified
2022-01-03 09:15:00,Sub - Feeder F03,21.125,unclassified
2022-01-03 09:30:00,Sub - Feeder F03,21.25,unclassified
2022-01-03 09:45:00,Sub - Feeder F03,21.375,unclassified
2022-01-03 10:00:00,Sub - Feeder F03,21.5,unclassified
2022-01-03 10:15:00,Sub - Feeder F03,21.375,unclassified
2022-01-03 10:30:00,Sub - Feeder F03,21.25,unclassified
2022-01-03 10:45:00,Sub - Feeder F03,21.125,unclassified
2022-01-03 11:00:00,Sub - Feeder F03,21.0,unclassified
2022-01-03 11:15:00,Sub - Feeder F03,21.5,unclassified
2022-01-03 11:30:00,Sub - Feeder F03,22.0,unclassified
2022-01-03 11:45:00,Sub - Feeder F03,22.5,unclassified
2022-01-03 12:00:00,Sub - Feeder F03,23.0,unclassified
2022-01-03 12:15:00,Sub - Feeder F03,22.4375,unclassified
2022-01-03 12:30:00,Sub - Feeder F03,21.875,unclassified
2022-01-03 12:45:00,Sub - Feeder F03,21.3125,unclassified
2022-01-03 13:00:00,Sub - Feeder F03,20.75,unclassified
2022-01-03 13:15:00,Sub - Feeder F03,21.125,unclassified
2022-01-03 13:30:00,Sub - Feeder F03,21.5,unclassified
2022-01-03 13:45:00,Sub - Feeder F03,21.875,unclassified
2022-01-03 14:00:00,Sub - Feeder F03,22.25,unclassified
2022-01-03 14:15:00,Sub - Feeder F03,21.75,unclassified
2022-01-03 14:30:00,Sub - Feeder F03,21.25,unclassified
2022-01-03 14:45:00,Sub - Feeder F03,20.75,unclassified
2022-01-03 15:15:00,Sub - Feeder F03,20.3125,unclassified
2022-01-03 15:30:00,Sub - Feeder F03,20.375,unclassified
2022-01-03 15:45:00,Sub - Feeder F03,20.4375,unclassified
2022-01-03 16:00:00,Sub - Feeder F03,20.5,unclassified
2022-01-03 16:15:00,Sub - Feeder F03,20.4375,unclassified
2022-01-03 16:30:00,Sub - Feeder F03,20.375,unclassified
2022-01-03 16:45:00,Sub - Feeder F03,20.3125,unclassified
2022-01-03 17:15:00,Sub - Feeder F03,20.3125,unclassified
2022-01-03 17:30:00,Sub - Feeder F03,20.375,unclassified
2022-01-03 17:45:00,Sub - Feeder F03,20.4375,unclassified
2022-01-03 18:00:00,Sub - Feeder F03,20.5,unclassified
2022-01-03 18:15:00,Sub - Feeder F03,20.9375,unclassified
2022-01-03 18:30:00,Sub - Feeder F03,21.375,unclassified
2022-01-03 18:45:00,Sub - Feeder F03,21.8125,unclassified
2022-01-03 19:00:00,Sub - Feeder F03,22.25,unclassified
2022-01-03 19:15:00,Sub - Feeder F03,21.875,unclassified
2022-01-03 19:30:00,Sub - Feeder F03,21.5,unclassified
2022-01-03 19:45:00,Sub - Feeder F03,21.125,unclassified
2022-01-03 20:00:00,Sub - Feeder F03,20.75,unclassified
2022-01-03 20:15:00,Sub - Feeder F03,20.6875,unclassified
2022-01-03 20:30:00,Sub - Feeder F03,20.625,unclassified
2022-01-03 20:45:00,Sub - Feeder F03,20.5625,unclassified
2022-01-03 21:00:00,Sub - Feeder F03,20.5,unclassified
2022-01-03 21:15:00,Sub - Feeder F03,20.875,unclassified
2022-01-03 21:30:00,Sub - Feeder F03,21.25,unclassified
