,time,Measure,kWh,label
6,2022-01-03 00:00:00,BS4 - Main 4L,40.25,unclassified
42,2022-01-03 00:15:00,BS4 - Main 4L,40.1875,unclassified
63,2022-01-03 00:30:00,BS4 - Main 4L,40.125,unclassified
71,2022-01-03 00:45:00,BS4 - Main 4L,40.0625,unclassified
97,2022-01-03 01:00:00,BS4 - Main 4L,40.0,unclassified
117,2022-01-03 01:15:00,BS4 - Main 4L,39.5625,unclassified
136,2022-01-03 01:30:00,BS4 - Main 4L,39.125,unclassified
175,2022-01-03 01:45:00,BS4 - Main 4L,38.6875,unclassified
183,2022-01-03 02:00:00,BS4 - Main 4L,38.25,unclassified
211,2022-01-03 02:15:00,BS4 - Main 4L,38.3125,unclassified
246,2022-01-03 02:30:00,BS4 - Main 4L,38.375,unclassified
261,2022-01-03 02:45:00,BS4 - Main 4L,38.4375,unclassified
293,2022-01-03 03:00:00,BS4 - Main 4L,38.5,unclassified
297,2022-01-03 03:15:00,BS4 - Main 4L,39.4375,unclassified
327,2022-01-03 03:30:00,BS4 - Main 4L,40.375,unclassified
361,2022-01-03 03:45:00,BS4 - Main 4L,41.3125,unclassified
375,2022-01-03 04:00:00,BS4 - Main 4L,42.25,unclassified
398,2022-01-03 04:15:00,BS4 - Main 4L,42.125,unclassified
416,2022-01-03 04:30:00,BS4 - Main 4L,42.0,unclassified
450,2022-01-03 04:45:00,BS4 - Main 4L,41.875,unclassified
466,2022-01-03 05:00:00,BS4 - Main 4L,41.75,unclassified
484,2022-01-03 05:15:00,BS4 - Main 4L,43.1875,unclassified
511,2022-01-03 05:30:00,BS4 - Main 4L,44.625,unclassified
547,2022-01-03 05:45:00,BS4 - Main 4L,46.0625,unclassified
558,2022-01-03 06:00:00,BS4 - Main 4L,47.5,unclassified
586,2022-01-03 06:15:00,BS4 - Main 4L,47.1875,unclassified
604,2022-01-03 06:30:00,BS4 - Main 4L,46.875,unclassified
634,2022-01-03 06:45:00,BS4 - Main 4L,46.5625,unclassified
656,2022-01-03 07:00:00,BS4 - Main 4L,46.25,unclassified
678,2022-01-03 07:15:00,BS4 - Main 4L,46.0625,unclassified
691,2022-01-03 07:30:00,BS4 - Main 4L,45.875,unclassified
710,2022-01-03 07:45:00,BS4 - Main 4L,45.6875,unclassified
732,2022-01-03 08:00:00,BS4 - Main 4L,45.5,unclassified
757,2022-01-03 08:15:00,BS4 - Main 4L,45.5,unclassified
789,2022-01-03 08:30:00,BS4 - Main 4L,45.5,unclassified
805,2022-01-03 08:45:00,BS4 - Main 4L,45.5,unclassified
819,2022-01-03 09:00:00,BS4 - Main 4L,45.5,unclassified
856,2022-01-03 09:15:00,BS4 - Main 4L,45.125,unclassified
866,2022-01-03 09:30:00,BS4 - Main 4L,44.75,unclassified
902,2022-01-03 09:45:00,BS4 - Main 4L,44.375,unclassified
914,2022-01-03 10:00:00,BS4 - Main 4L,44.0,unclassified
943,2022-01-03 10:15:00,BS4 - Main 4L,44.3125,unclassified
969,2022-01-03 10:30:00,BS4 - Main 4L,44.625,unclassified
990,2022-01-03 10:45:00,BS4 - Main 4L,44.9375,unclassified
1019,2022-01-03 11:00:00,BS4 - Main 4L,45.25,unclassified
1028,2022-01-03 11:15:00,BS4 - Main 4L,45.1875,unclassified
1066,2022-01-03 11:30:00,BS4 - Main 4L,45.125,unclassified
1086,2022-01-03 11:45:00,BS4 - Main 4L,45.0625,unclassified
1098,2022-01-03 12:00:00,BS4 - Main 4L,45.0,unclassified
1116,2022-01-03 12:15:00,BS4 - Main 4L,43.875,unclassified
1150,2022-01-03 12:30:00,BS4 - Main 4L,42.75,unclassified
1166,2022-01-03 12:45:00,BS4 - Main 4L,41.625,unclassified
1189,2022-01-03 13:00:00,BS4 - Main 4L,40.5,unclassified
1218,2022-01-03 13:15:00,BS4 - Main 4L,39.6875,unclassified
1240,2022-01-03 13:30:00,BS4 - Main 4L,38.875,unclassified
1253,2022-01-03 13:45:00,BS4 - Main 4L,38.0625,unclassified
1294,2022-01-03 14:00:00,BS4 - Main 4L,37.25,unclassified
1310,2022-01-03 14:15:00,BS4 - Main 4L,37.3125,unclassified
1325,2022-01-03 14:30:00,BS4 - Main 4L,37.375,unclassified
1363,2022-01-03 14:45:00,BS4 - Main 4L,37.4375,unclassified
1385,2022-01-03 15:00:00,BS4 - Main 4L,37.5,unclassified
1393,2022-01-03 15:15:00,BS4 - Main 4L,37.5625,unclassified
1418,2022-01-03 15:30:00,BS4 - Main 4L,37.625,unclassified
1454,2022-01-03 15:45:00,BS4 - Main 4L,37.6875,unclassified
1470,2022-01-03 16:00:00,BS4 - Main 4L,37.75,unclassified
1488,2022-01-03 16:15:00,BS4 - Main 4L,37.6875,unclassified
1518,2022-01-03 16:30:00,BS4 - Main 4L,37.625,unclassified
1541,2022-01-03 16:45:00,BS4 - Main 4L,37.5625,unclassified
1562,2022-01-03 17:00:00,BS4 - Main 4L,37.5,unclassified
1576,2022-01-03 17:15:00,BS4 - Main 4L,37.6875,unclassified
1612,2022-01-03 17:30:00,BS4 - Main 4L,37.875,unclassified
1630,2022-01-03 17:45:00,BS4 - Main 4L,38.0625,unclassified
1650,2022-01-03 18:00:00,BS4 - Main 4L,38.25,unclassified
1684,2022-01-03 18:15:00,BS4 - Main 4L,38.1875,unclassified
1690,2022-01-03 18:30:00,BS4 - Main 4L,38.125,unclassified
1717,2022-01-03 18:45:00,BS4 - Main 4L,38.0625,unclassified
1736,2022-01-03 19:00:00,BS4 - Main 4L,38.0,unclassified
