,time,Measure,kWh,label
18,2022-01-03 00:00:00,Sub - Feeder F02,64.25,Non-production
36,2022-01-03 00:15:00,Sub - Feeder F02,64.3125,Non-production
46,2022-01-03 00:30:00,Sub - Feeder F02,64.375,Non-production
76,2022-01-03 00:45:00,Sub - Feeder F02,64.4375,Non-production
101,2022-01-03 01:00:00,Sub - Feeder F02,64.5,Non-production
118,2022-01-03 01:15:00,Sub - Feeder F02,64.25,Non-production
153,2022-01-03 01:30:00,Sub - Feeder F02,64.0,Non-production
171,2022-01-03 01:45:00,Sub - Feeder F02,63.75,Non-production
201,2022-01-03 02:00:00,Sub - Feeder F02,63.5,Non-production
221,2022-01-03 02:15:00,Sub - Feeder F02,65.3125,Non-production
233,2022-01-03 02:30:00,Sub - Feeder F02,67.125,Non-production
256,2022-01-03 02:45:00,Sub - Feeder F02,68.9375,Non-production
283,2022-01-03 03:00:00,Sub - Feeder F02,70.75,Non-production
313,2022-01-03 03:15:00,Sub - Feeder F02,70.0625,Non-production
332,2022-01-03 03:30:00,Sub - Feeder F02,69.375,Non-production
345,2022-01-03 03:45:00,Sub - Feeder F02,68.6875,Non-production
385,2022-01-03 04:00:00,Sub - Feeder F02,68.0,Non-production
394,2022-01-03 04:15:00,Sub - Feeder F02,70.5,Non-production
421,2022-01-03 04:30:00,Sub - Feeder F02,73.0,Non-production
445,2022-01-03 04:45:00,Sub - Feeder F02,75.5,Non-production
474,2022-01-03 05:00:00,Sub - Feeder F02,78.0,Non-production
492,2022-01-03 05:15:00,Sub - Feeder F02,79.75,Non-production
504,2022-01-03 05:30:00,Sub - Feeder F02,81.5,Non-production
531,2022-01-03 05:45:00,Sub - Feeder F02,83.25,Non-production
568,2022-01-03 06:00:00,Sub - Feeder F02,85.0,Non-production
591,2022-01-03 06:15:00,Sub - Feeder F02,83.5625,Non-production
598,2022-01-03 06:30:00,Sub - Feeder F02,82.125,Non-production
633,2022-01-03 06:45:00,Sub - Feeder F02,80.6875,Non-production
652,2022-01-03 07:00:00,Sub - Feeder F02,79.25,Non-production
673,2022-01-03 07:15:00,Sub - Feeder F02,79.5625,Non-production
695,2022-01-03 07:30:00,Sub - Feeder F02,79.875,Non-production
717,2022-01-03 07:45:00,Sub - Feeder F02,80.1875,Non-production
749,2022-01-03 08:00:00,Sub - Feeder F02,80.5,Non-production
756,2022-01-03 08:15:00,Sub - Feeder F02,81.75,Non-production
774,2022-01-03 08:30:00,Sub - Feeder F02,83.0,Non-production
796,2022-01-03 08:45:00,Sub - Feeder F02,84.25,Non-production
830,2022-01-03 09:00:00,Sub - Feeder F02,85.5,Non-production
843,2022-01-03 09:15:00,Sub - Feeder F02,81.625,Non-production
863,2022-01-03 09:30:00,Sub - Feeder F02,77.75,Non-production
893,2022-01-03 09:45:00,Sub - Feeder F02,73.875,Non-production
925,2022-01-03 10:00:00,Sub - Feeder F02,70.0,Non-production
950,2022-01-03 10:15:00,Sub - Feeder F02,74.3125,Non-production
973,2022-01-03 10:30:00,Sub - Feeder F02,78.625,Non-production
996,2022-01-03 10:45:00,Sub - Feeder F02,82.9375,Non-production
1017,2022-01-03 11:00:00,Sub - Feeder F02,87.25,Non-production
1026,2022-01-03 11:15:00,Sub - Feeder F02,83.8125,Non-production
1050,2022-01-03 11:30:00,Sub - Feeder F02,80.375,Non-production
1075,2022-01-03 11:45:00,Sub - Feeder F02,76.9375,Non-production
1099,2022-01-03 12:00:00,Sub - Feeder F02,73.5,Non-production
1129,2022-01-03 12:15:00,Sub - Feeder F02,73.1875,Non-production
1141,2022-01-03 12:30:00,Sub - Feeder F02,72.875,Non-production
1161,2022-01-03 12:45:00,Sub - Feeder F02,72.5625,Non-production
1198,2022-01-03 13:00:00,Sub - Feeder F02,72.25,Non-production
1213,2022-01-03 13:15:00,Sub - Feeder F02,70.625,Non-production
1230,2022-01-03 13:30:00,Sub - Feeder F02,69.0,Non-production
1263,2022-01-03 13:45:00,Sub - Feeder F02,67.375,Non-production
1285,2022-01-03 14:00:00,Sub - Feeder F02,65.75,Non-production
1304,2022-01-03 14:15:00,Sub - Feeder F02,66.0,Non-production
1323,2022-01-03 14:30:00,Sub - Feeder F02,66.25,Non-production
1343,2022-01-03 14:45:00,Sub - Feeder F02,66.5,Non-production
1367,2022-01-03 15:00:00,Sub - Feeder F02,66.75,Non-production
1390,2022-01-03 15:15:00,Sub - Feeder F02,67.1875,Non-production
1425,2022-01-03 15:30:00,Sub - Feeder F02,67.625,Non-production
1452,2022-01-03 15:45:00,Sub - Feeder F02,68.0625,Non-production
1459,2022-01-03 16:00:00,Sub - Feeder F02,68.5,Non-production
1492,2022-01-03 16:15:00,Sub - Feeder F02,68.25,Non-production
1507,2022-01-03 16:30:00,Sub - Feeder F02,68.0,Non-production
1547,2022-01-03 16:45:00,Sub - Feeder F02,67.75,Non-production
1570,2022-01-03 17:00:00,Sub - Feeder F02,67.5,Non-production
1580,2022-01-03 17:15:00,Sub - Feeder F02,68.5625,Non-production
1598,2022-01-03 17:30:00,Sub - Feeder F02,69.625,Non-production
1619,2022-01-03 17:45:00,Sub - Feeder F02,70.6875,Non-production
1657,2022-01-03 18:00:00,Sub - Feeder F02,71.75,Non-production
1679,2022-01-03 18:15:00,Sub - Feeder F02,69.0,Non-production
1699,2022-01-03 18:30:00,Sub - Feeder F02,66.25,Non-production
