,time,Measure,kWh,label
7,2022-01-03 00:00:00,AB1 - Main 1L,58.0,unclassified
33,2022-01-03 00:15:00,AB1 - Main 1L,58.5,unclassified
59,2022-01-03 00:30:00,AB1 - Main 1L,59.0,unclassified
81,2022-01-03 00:45:00,AB1 - Main 1L,59.5,unclassified
91,2022-01-03 01:00:00,AB1 - Main 1L,60.0,unclassified
130,2022-01-03 01:15:00,AB1 - Main 1L,59.5,unclassified
140,2022-01-03 01:30:00,AB1 - Main 1L,59.0,unclassified
161,2022-01-03 01:45:00,AB1 - Main 1L,58.5,unclassified
192,2022-01-03 02:00:00,AB1 - Main 1L,58.0,unclassified
208,2022-01-03 02:15:00,AB1 - Main 1L,58.3125,unclassified
245,2022-01-03 02:30:00,AB1 - Main 1L,58.625,unclassified
252,2022-01-03 02:45:00,AB1 - Main 1L,58.9375,unclassified
288,2022-01-03 03:00:00,AB1 - Main 1L,59.25,unclassified
303,2022-01-03 03:15:00,AB1 - Main 1L,62.625,unclassified
328,2022-01-03 03:30:00,AB1 - Main 1L,66.0,unclassified
347,2022-01-03 03:45:00,AB1 - Main 1L,69.375,unclassified
369,2022-01-03 04:00:00,AB1 - Main 1L,72.75,unclassified
390,2022-01-03 04:15:00,AB1 - Main 1L,74.4375,unclassified
430,2022-01-03 04:30:00,AB1 - Main 1L,76.125,unclassified
448,2022-01-03 04:45:00,AB1 - Main 1L,77.8125,unclassified
459,2022-01-03 05:00:00,AB1 - Main 1L,79.5,unclassified
495,2022-01-03 05:15:00,AB1 - Main 1L,79.125,unclassified
514,2022-01-03 05:30:00,AB1 - Main 1L,78.75,unclassified
542,2022-01-03 05:45:00,AB1 - Main 1L,78.375,unclassified
564,2022-01-03 06:00:00,AB1 - Main 1L,78.0,unclassified
575,2022-01-03 06:15:00,AB1 - Main 1L,77.8125,unclassified
613,2022-01-03 06:30:00,AB1 - Main 1L,77.625,unclassified
620,2022-01-03 06:45:00,AB1 - Main 1L,77.4375,unclassified
654,2022-01-03 07:00:00,AB1 - Main 1L,77.25,unclassified
682,2022-01-03 07:15:00,AB1 - Main 1L,77.1875,unclassified
693,2022-01-03 07:30:00,AB1 - Main 1L,77.125,unclassified
723,2022-01-03 07:45:00,AB1 - Main 1L,77.0625,unclassified
731,2022-01-03 08:00:00,AB1 - Main 1L,77.0,unclassified
767,2022-01-03 08:15:00,AB1 - Main 1L,76.25,unclassified
775,2022-01-03 08:30:00,AB1 - Main 1L,75.5,unclassified
816,2022-01-03 08:45:00,AB1 - Main 1L,74.75,unclassified
818,2022-01-03 09:00:00,AB1 - Main 1L,74.0,unclassified
846,2022-01-03 09:15:00,AB1 - Main 1L,73.6875,unclassified
867,2022-01-03 09:30:00,AB1 - Main 1L,73.375,unclassified
887,2022-01-03 09:45:00,AB1 - Main 1L,73.0625,unclassified
927,2022-01-03 10:00:00,AB1 - Main 1L,72.75,unclassified
951,2022-01-03 10:15:00,AB1 - Main 1L,72.625,unclassified
974,2022-01-03 10:30:00,AB1 - Main 1L,72.5,unclassified
983,2022-01-03 10:45:00,AB1 - Main 1L,72.375,unclassified
1006,2022-01-03 11:00:00,AB1 - Main 1L,72.25,unclassified
1024,2022-01-03 11:15:00,AB1 - Main 1L,72.125,unclassified
1055,2022-01-03 11:30:00,AB1 - Main 1L,72.0,unclassified
1084,2022-01-03 11:45:00,AB1 - Main 1L,71.875,unclassified
1094,2022-01-03 12:00:00,AB1 - Main 1L,71.75,unclassified
1128,2022-01-03 12:15:00,AB1 - Main 1L,71.875,unclassified
1140,2022-01-03 12:30:00,AB1 - Main 1L,72.0,unclassified
1168,2022-01-03 12:45:00,AB1 - Main 1L,72.125,unclassified
1196,2022-01-03 13:00:00,AB1 - Main 1L,72.25,unclassified
1212,2022-01-03 13:15:00,AB1 - Main 1L,71.8125,unclassified
1242,2022-01-03 13:30:00,AB1 - Main 1L,71.375,unclassified
1267,2022-01-03 13:45:00,AB1 - Main 1L,70.9375,unclassified
1278,2022-01-03 14:00:00,AB1 - Main 1L,70.5,unclassified
1303,2022-01-03 14:15:00,AB1 - Main 1L,71.0625,unclassified
1335,2022-01-03 14:30:00,AB1 - Main 1L,71.625,unclassified
1350,2022-01-03 14:45:00,AB1 - Main 1L,72.1875,unclassified
1382,2022-01-03 15:00:00,AB1 - Main 1L,72.75,unclassified
1397,2022-01-03 15:15:00,AB1 - Main 1L,73.0625,unclassified
1416,2022-01-03 15:30:00,AB1 - Main 1L,73.375,unclassified
1442,2022-01-03 15:45:00,AB1 - Main 1L,73.6875,unclassified
1466,2022-01-03 16:00:00,AB1 - Main 1L,74.0,unclassified
1499,2022-01-03 16:15:00,AB1 - Main 1L,73.5,unclassified
1514,2022-01-03 16:30:00,AB1 - Main 1L,73.0,unclassified
1537,2022-01-03 16:45:00,AB1 - Main 1L,72.5,unclassified
1554,2022-01-03 17:00:00,AB1 - Main 1L,72.0,unclassified
1587,2022-01-03 17:15:00,AB1 - Main 1L,72.3125,unclassified
1599,2022-01-03 17:30:00,AB1 - Main 1L,72.625,unclassified
1621,2022-01-03 17:45:00,AB1 - Main 1L,72.9375,unclassified
1658,2022-01-03 18:00:00,AB1 - Main 1L,73.25,unclassified
1665,2022-01-03 18:15:00,AB1 - Main 1L,73.5,unclassified
1704,2022-01-03 18:30:00,AB1 - Main 1L,73.75,unclassified
1723,2022-01-03 18:45:00,AB1 - Main 1L,74.0,unclassified
1746,2022-01-03 19:00:00,AB1 - Main 1L,74.25,unclassified
1764,2022-01-03 19:15:00,AB1 - Main 1L,74.3125,unclassified
1796,2022-01-03 19:30:00,AB1 - Main 1L,74.375,unclassified
1817,2022-01-03 19:45:00,AB1 - Main 1L,74.4375,unclassified
1824,2022-01-03 20:00:00,AB1 - Main 1L,74.5,unclassified
1864,2022-01-03 20:15:00,AB1 - Main 1L,73.9375,unclassified
1885,2022-01-03 20:30:00,AB1 - Main 1L,73.375,unclassified
1910,2022-01-03 20:45:00,AB1 - Main 1L,72.8125,unclassified
1922,2022-01-03 21:00:00,AB1 - Main 1L,72.25,unclassified
1949,2022-01-03 21:15:00,AB1 - Main 1L,68.4375,unclassified
1962,2022-01-03 21:30:00,AB1 - Main 1L,64.625,unclassified
1997,2022-01-03 21:45:00,AB1 - Main 1L,60.8125,unclassified
2025,2022-01-03 22:00:00,AB1 - Main 1L,57.0,unclassified
2032,2022-01-03 22:15:00,AB1 - Main 1L,57.3125,unclassified
2059,2022-01-03 22:30:00,AB1 - Main 1L,57.625,unclassified
2094,2022-01-03 22:45:00,AB1 - Main 1L,57.9375,unclassified
2106,2022-01-03 23:00:00,AB1 - Main 1L,58.25,unclassified
2140,2022-01-03 23:15:00,AB1 - Main 1L,57.9375,unclassified
2156,2022-01-03 23:30:00,AB1 - Main 1L,57.625,unclassified
2180,2022-01-03 23:45:00,AB1 - Main 1L,57.3125,unclassified
2197,2022-01-04 00:00:00,AB1 - Main 1L,57.0,unclassified
2218,2022-01-04 00:15:00,AB1 - Main 1L,56.8125,unclassified
2246,2022-01-04 00:30:00,AB1 - Main 1L,56.625,unclassified
2270,2022-01-04 00:45:00,AB1 - Main 1L,56.4375,unclassified
2292,2022-01-04 01:00:00,AB1 - Main 1L,56.25,unclassified
2321,2022-01-04 01:15:00,AB1 - Main 1L,56.3125,unclassified
2347,2022-01-04 01:30:00,AB1 - Main 1L,56.375,unclassified
2361,2022-01-04 01:45:00,AB1 - Main 1L,56.4375,unclassified
2375,2022-01-04 02:00:00,AB1 - Main 1L,56.5,unclassified
2408,2022-01-04 02:15:00,AB1 - Main 1L,56.75,unclassified
2427,2022-01-04 02:30:00,AB1 - Main 1L,57.0,unclassified
