,time,Measure,kWh,label
13,2022-01-03 00:00:00,Sub - Feeder F08,285.0,unclassified
35,2022-01-03 00:15:00,Sub - Feeder F08,284.9375,unclassified
50,2022-01-03 00:30:00,Sub - Feeder F08,284.875,unclassified
75,2022-01-03 00:45:00,Sub - Feeder F08,284.8125,unclassified
106,2022-01-03 01:00:00,Sub - Feeder F08,284.75,unclassified
120,2022-01-03 01:15:00,Sub - Feeder F08,284.4375,unclassified
152,2022-01-03 01:30:00,Sub - Feeder F08,284.125,unclassified
160,2022-01-03 01:45:00,Sub - Feeder F08,283.8125,unclassified
199,2022-01-03 02:00:00,Sub - Feeder F08,283.5,unclassified
219,2022-01-03 02:15:00,Sub - Feeder F08,283.1875,unclassified
237,2022-01-03 02:30:00,Sub - Feeder F08,282.875,unclassified
251,2022-01-03 02:45:00,Sub - Feeder F08,282.5625,unclassified
281,2022-01-03 03:00:00,Sub - Feeder F08,282.25,unclassified
317,2022-01-03 03:15:00,Sub - Feeder F08,296.1875,unclassified
331,2022-01-03 03:30:00,Sub - Feeder F08,310.125,unclassified
357,2022-01-03 03:45:00,Sub - Feeder F08,324.0625,unclassified
386,2022-01-03 04:00:00,Sub - Feeder F08,338.0,unclassified
404,2022-01-03 04:15:00,Sub - Feeder F08,338.25,unclassified
414,2022-01-03 04:30:00,Sub - Feeder F08,338.5,unclassified
436,2022-01-03 04:45:00,Sub - Feeder F08,338.75,unclassified
471,2022-01-03 05:00:00,Sub - Feeder F08,339.0,unclassified
482,2022-01-03 05:15:00,Sub - Feeder F08,328.875,unclassified
507,2022-01-03 05:30:00,Sub - Feeder F08,318.75,unclassified
539,2022-01-03 05:45:00,Sub - Feeder F08,308.625,unclassified
559,2022-01-03 06:00:00,Sub - Feeder F08,298.5,unclassified
590,2022-01-03 06:15:00,Sub - Feeder F08,299.6875,unclassified
602,2022-01-03 06:30:00,Sub - Feeder F08,300.875,unclassified
624,2022-01-03 06:45:00,Sub - Feeder F08,302.0625,unclassified
651,2022-01-03 07:00:00,Sub - Feeder F08,303.25,unclassified
667,2022-01-03 07:15:00,Sub - Feeder F08,294.375,unclassified
696,2022-01-03 07:30:00,Sub - Feeder F08,285.5,unclassified
725,2022-01-03 07:45:00,Sub - Feeder F08,276.625,unclassified
746,2022-01-03 08:00:00,Sub - Feeder F08,267.75,unclassified
753,2022-01-03 08:15:00,Sub - Feeder F08,267.25,unclassified
793,2022-01-03 08:30:00,Sub - Feeder F08,266.75,unclassified
806,2022-01-03 08:45:00,Sub - Feeder F08,266.25,unclassified
826,2022-01-03 09:00:00,Sub - Feeder F08,265.75,unclassified
859,2022-01-03 09:15:00,Sub - Feeder F08,266.375,unclassified
873,2022-01-03 09:30:00,Sub - Feeder F08,267.0,unclassified
900,2022-01-03 09:45:00,Sub - Feeder F08,267.625,unclassified
924,2022-01-03 10:00:00,Sub - Feeder F08,268.25,unclassified
932,2022-01-03 10:15:00,Sub - Feeder F08,274.0,unclassified
972,2022-01-03 10:30:00,Sub - Feeder F08,279.75,unclassified
995,2022-01-03 10:45:00,Sub - Feeder F08,285.5,unclassified
1004,2022-01-03 11:00:00,Sub - Feeder F08,291.25,unclassified
1043,2022-01-03 11:15:00,Sub - Feeder F08,283.625,unclassified
1053,2022-01-03 11:30:00,Sub - Feeder F08,276.0,unclassified
1078,2022-01-03 11:45:00,Sub - Feeder F08,268.375,unclassified
1093,2022-01-03 12:00:00,Sub - Feeder F08,260.75,unclassified
1122,2022-01-03 12:15:00,Sub - Feeder F08,259.125,unclassified
1151,2022-01-03 12:30:00,Sub - Feeder F08,257.5,unclassified
1163,2022-01-03 12:45:00,Sub - Feeder F08,255.875,unclassified
1185,2022-01-03 13:00:00,Sub - Feeder F08,254.25,unclassified
1209,2022-01-03 13:15:00,Sub - Feeder F08,257.25,unclassified
1244,2022-01-03 13:30:00,Sub - Feeder F08,260.25,unclassified
1262,2022-01-03 13:45:00,Sub - Feeder F08,263.25,unclassified
1281,2022-01-03 14:00:00,Sub - Feeder F08,266.25,unclassified
1315,2022-01-03 14:15:00,Sub - Feeder F08,260.875,unclassified
1333,2022-01-03 14:30:00,Sub - Feeder F08,255.5,unclassified
1354,2022-01-03 14:45:00,Sub - Feeder F08,250.125,unclassified
1366,2022-01-03 15:00:00,Sub - Feeder F08,244.75,unclassified
1389,2022-01-03 15:15:00,Sub - Feeder F08,243.9375,unclassified
1413,2022-01-03 15:30:00,Sub - Feeder F08,243.125,unclassified
1443,2022-01-03 15:45:00,Sub - Feeder F08,242.3125,unclassified
1468,2022-01-03 16:00:00,Sub - Feeder F08,241.5,unclassified
1498,2022-01-03 16:15:00,Sub - Feeder F08,241.3125,unclassified
1524,2022-01-03 16:30:00,Sub - Feeder F08,241.125,unclassified
1538,2022-01-03 16:45:00,Sub - Feeder F08,240.9375,unclassified
1558,2022-01-03 17:00:00,Sub - Feeder F08,240.75,unclassified
1582,2022-01-03 17:15:00,Sub - Feeder F08,246.375,unclassified
1606,2022-01-03 17:30:00,Sub - Feeder F08,252.0,unclassified
1639,2022-01-03 17:45:00,Sub - Feeder F08,257.625,unclassified
1656,2022-01-03 18:00:00,Sub - Feeder F08,263.25,unclassified
1681,2022-01-03 18:15:00,Sub - Feeder F08,257.8125,unclassified
1701,2022-01-03 18:30:00,Sub - Feeder F08,252.375,unclassified
1718,2022-01-03 18:45:00,Sub - Feeder F08,246.9375,unclassified
1731,2022-01-03 19:00:00,Sub - Feeder F08,241.5,unclassified
1770,2022-01-03 19:15:00,Sub - Feeder F08,241.25,unclassified
1780,2022-01-03 19:30:00,Sub - Feeder F08,241.0,unclassified
1809,2022-01-03 19:45:00,Sub - Feeder F08,240.75,unclassified
1831,2022-01-03 20:00:00,Sub - Feeder F08,240.5,unclassified
1845,2022-01-03 20:15:00,Sub - Feeder F08,247.1875,unclassified
1881,2022-01-03 20:30:00,Sub - Feeder F08,253.875,unclassified
1906,2022-01-03 20:45:00,Sub - Feeder F08,260.5625,unclassified
