,time,Measure,kWh,label
21,2022-01-03 00:00:00,FB1 - Main 1L,26.5,unclassified
37,2022-01-03 00:15:00,FB1 - Main 1L,26.5,unclassified
57,2022-01-03 00:30:00,FB1 - Main 1L,26.5,unclassified
79,2022-01-03 00:45:00,FB1 - Main 1L,26.5,unclassified
100,2022-01-03 01:00:00,FB1 - Main 1L,26.5,unclassified
113,2022-01-03 01:15:00,FB1 - Main 1L,26.375,unclassified
146,2022-01-03 01:30:00,FB1 - Main 1L,26.25,unclassified
159,2022-01-03 01:45:00,FB1 - Main 1L,26.125,unclassified
195,2022-01-03 02:00:00,FB1 - Main 1L,26.0,unclassified
222,2022-01-03 02:15:00,FB1 - Main 1L,26.1875,unclassified
236,2022-01-03 02:30:00,FB1 - Main 1L,26.375,unclassified
269,2022-01-03 02:45:00,FB1 - Main 1L,26.5625,unclassified
277,2022-01-03 03:00:00,FB1 - Main 1L,26.75,unclassified
299,2022-01-03 03:15:00,FB1 - Main 1L,26.75,unclassified
334,2022-01-03 03:30:00,FB1 - Main 1L,26.75,unclassified
349,2022-01-03 03:45:00,FB1 - Main 1L,26.75,unclassified
384,2022-01-03 04:00:00,FB1 - Main 1L,26.75,unclassified
393,2022-01-03 04:15:00,FB1 - Main 1L,26.75,unclassified
418,2022-01-03 04:30:00,FB1 - Main 1L,26.75,unclassified
442,2022-01-03 04:45:00,FB1 - Main 1L,26.75,unclassified
461,2022-01-03 05:00:00,FB1 - Main 1L,26.75,unclassified
493,2022-01-03 05:15:00,FB1 - Main 1L,26.6875,unclassified
520,2022-01-03 05:30:00,FB1 - Main 1L,26.625,unclassified
538,2022-01-03 05:45:00,FB1 - Main 1L,26.5625,unclassified
562,2022-01-03 06:00:00,FB1 - Main 1L,26.5,unclassified
573,2022-01-03 06:15:00,FB1 - Main 1L,26.5625,unclassified
601,2022-01-03 06:30:00,FB1 - Main 1L,26.625,unclassified
625,2022-01-03 06:45:00,FB1 - Main 1L,26.6875,unclassified
659,2022-01-03 07:00:00,FB1 - Main 1L,26.75,unclassified
677,2022-01-03 07:15:00,FB1 - Main 1L,26.8125,unclassified
698,2022-01-03 07:30:00,FB1 - Main 1L,26.875,unclassified
714,2022-01-03 07:45:00,FB1 - Main 1L,26.9375,unclassified
736,2022-01-03 08:00:00,FB1 - Main 1L,27.0,unclassified
771,2022-01-03 08:15:00,FB1 - Main 1L,26.875,unclassified
779,2022-01-03 08:30:00,FB1 - Main 1L,26.75,unclassified
809,2022-01-03 08:45:00,FB1 - Main 1L,26.625,unclassified
825,2022-01-03 09:00:00,FB1 - Main 1L,26.5,unclassified
853,2022-01-03 09:15:00,FB1 - Main 1L,26.375,unclassified
862,2022-01-03 09:30:00,FB1 - Main 1L,26.25,unclassified
905,2022-01-03 09:45:00,FB1 - Main 1L,26.125,unclassified
913,2022-01-03 10:00:00,FB1 - Main 1L,26.0,unclassified
935,2022-01-03 10:15:00,FB1 - Main 1L,26.125,unclassified
955,2022-01-03 10:30:00,FB1 - Main 1L,26.25,unclassified
984,2022-01-03 10:45:00,FB1 - Main 1L,26.375,unclassified
1003,2022-01-03 11:00:00,FB1 - Main 1L,26.5,unclassified
1041,2022-01-03 11:15:00,FB1 - Main 1L,26.5625,unclassified
1047,2022-01-03 11:30:00,FB1 - Main 1L,26.625,unclassified
1089,2022-01-03 11:45:00,FB1 - Main 1L,26.6875,unclassified
1103,2022-01-03 12:00:00,FB1 - Main 1L,26.75,unclassified
1124,2022-01-03 12:15:00,FB1 - Main 1L,26.75,unclassified
1146,2022-01-03 12:30:00,FB1 - Main 1L,26.75,unclassified
1181,2022-01-03 12:45:00,FB1 - Main 1L,26.75,unclassified
1188,2022-01-03 13:00:00,FB1 - Main 1L,26.75,unclassified
1219,2022-01-03 13:15:00,FB1 - Main 1L,26.8125,unclassified
1249,2022-01-03 13:30:00,FB1 - Main 1L,26.875,unclassified
1264,2022-01-03 13:45:00,FB1 - Main 1L,26.9375,unclassified
1291,2022-01-03 14:00:00,FB1 - Main 1L,27.0,unclassified
1305,2022-01-03 14:15:00,FB1 - Main 1L,26.9375,unclassified
1332,2022-01-03 14:30:00,FB1 - Main 1L,26.875,unclassified
1355,2022-01-03 14:45:00,FB1 - Main 1L,26.8125,unclassified
1374,2022-01-03 15:00:00,FB1 - Main 1L,26.75,unclassified
1400,2022-01-03 15:15:00,FB1 - Main 1L,26.75,unclassified
1432,2022-01-03 15:30:00,FB1 - Main 1L,26.75,unclassified
1435,2022-01-03 15:45:00,FB1 - Main 1L,26.75,unclassified
1463,2022-01-03 16:00:00,FB1 - Main 1L,26.75,unclassified
1486,2022-01-03 16:15:00,FB1 - Main 1L,26.6875,unclassified
1515,2022-01-03 16:30:00,FB1 - Main 1L,26.625,unclassified
1533,2022-01-03 16:45:00,FB1 - Main 1L,26.5625,unclassified
1552,2022-01-03 17:00:00,FB1 - Main 1L,26.5,unclassified
1593,2022-01-03 17:15:00,FB1 - Main 1L,26.625,unclassified
1603,2022-01-03 17:30:00,FB1 - Main 1L,26.75,unclassified
1638,2022-01-03 17:45:00,FB1 - Main 1L,26.875,unclassified
1646,2022-01-03 18:00:00,FB1 - Main 1L,27.0,unclassified
