,time,Measure,kWh,label
3,2022-01-03 00:00:00,BS2 - Main 2L,13.0,unclassified
43,2022-01-03 00:15:00,BS2 - Main 2L,13.0625,unclassified
65,2022-01-03 00:30:00,BS2 - Main 2L,13.125,unclassified
74,2022-01-03 00:45:00,BS2 - Main 2L,13.1875,unclassified
104,2022-01-03 01:00:00,BS2 - Main 2L,13.25,unclassified
115,2022-01-03 01:15:00,BS2 - Main 2L,17.25,unclassified
141,2022-01-03 01:30:00,BS2 - Main 2L,21.25,unclassified
176,2022-01-03 01:45:00,BS2 - Main 2L,25.25,unclassified
186,2022-01-03 02:00:00,BS2 - Main 2L,29.25,unclassified
224,2022-01-03 02:15:00,BS2 - Main 2L,30.0625,unclassified
229,2022-01-03 02:30:00,BS2 - Main 2L,30.875,unclassified
263,2022-01-03 02:45:00,BS2 - Main 2L,31.6875,unclassified
289,2022-01-03 03:00:00,BS2 - Main 2L,32.5,unclassified
307,2022-01-03 03:15:00,BS2 - Main 2L,32.6875,unclassified
321,2022-01-03 03:30:00,BS2 - Main 2L,32.875,unclassified
360,2022-01-03 03:45:00,BS2 - Main 2L,33.0625,unclassified
366,2022-01-03 04:00:00,BS2 - Main 2L,33.25,unclassified
396,2022-01-03 04:15:00,BS2 - Main 2L,33.375,unclassified
428,2022-01-03 04:30:00,BS2 - Main 2L,33.5,unclassified
452,2022-01-03 04:45:00,BS2 - Main 2L,33.625,unclassified
477,2022-01-03 05:00:00,BS2 - Main 2L,33.75,unclassified
501,2022-01-03 05:15:00,BS2 - Main 2L,33.75,unclassified
516,2022-01-03 05:30:00,BS2 - Main 2L,33.75,unclassified
543,2022-01-03 05:45:00,BS2 - Main 2L,33.75,unclassified
570,2022-01-03 06:00:00,BS2 - Main 2L,33.75,unclassified
588,2022-01-03 06:15:00,BS2 - Main 2L,34.0,unclassified
596,2022-01-03 06:30:00,BS2 - Main 2L,34.25,unclassified
629,2022-01-03 06:45:00,BS2 - Main 2L,34.5,unclassified
645,2022-01-03 07:00:00,BS2 - Main 2L,34.75,unclassified
664,2022-01-03 07:15:00,BS2 - Main 2L,35.375,unclassified
706,2022-01-03 07:30:00,BS2 - Main 2L,36.0,unclassified
718,2022-01-03 07:45:00,BS2 - Main 2L,36.625,unclassified
730,2022-01-03 08:00:00,BS2 - Main 2L,37.25,unclassified
766,2022-01-03 08:15:00,BS2 - Main 2L,39.3125,unclassified
776,2022-01-03 08:30:00,BS2 - Main 2L,41.375,unclassified
803,2022-01-03 08:45:00,BS2 - Main 2L,43.4375,unclassified
829,2022-01-03 09:00:00,BS2 - Main 2L,45.5,unclassified
845,2022-01-03 09:15:00,BS2 - Main 2L,46.25,unclassified
881,2022-01-03 09:30:00,BS2 - Main 2L,47.0,unclassified
897,2022-01-03 09:45:00,BS2 - Main 2L,47.75,unclassified
911,2022-01-03 10:00:00,BS2 - Main 2L,48.5,unclassified
944,2022-01-03 10:15:00,BS2 - Main 2L,48.375,unclassified
964,2022-01-03 10:30:00,BS2 - Main 2L,48.25,unclassified
993,2022-01-03 10:45:00,BS2 - Main 2L,48.125,unclassified
1018,2022-01-03 11:00:00,BS2 - Main 2L,48.0,unclassified
1030,2022-01-03 11:15:00,BS2 - Main 2L,47.875,unclassified
1060,2022-01-03 11:30:00,BS2 - Main 2L,47.75,unclassified
1079,2022-01-03 11:45:00,BS2 - Main 2L,47.625,unclassified
1109,2022-01-03 12:00:00,BS2 - Main 2L,47.5,unclassified
1130,2022-01-03 12:15:00,BS2 - Main 2L,47.0625,unclassified
1142,2022-01-03 12:30:00,BS2 - Main 2L,46.625,unclassified
1179,2022-01-03 12:45:00,BS2 - Main 2L,46.1875,unclassified
1204,2022-01-03 13:00:00,BS2 - Main 2L,45.75,unclassified
1223,2022-01-03 13:15:00,BS2 - Main 2L,45.0625,unclassified
1232,2022-01-03 13:30:00,BS2 - Main 2L,44.375,unclassified
1257,2022-01-03 13:45:00,BS2 - Main 2L,43.6875,unclassified
1280,2022-01-03 14:00:00,BS2 - Main 2L,43.0,unclassified
1307,2022-01-03 14:15:00,BS2 - Main 2L,43.0,unclassified
1331,2022-01-03 14:30:00,BS2 - Main 2L,43.0,unclassified
1348,2022-01-03 14:45:00,BS2 - Main 2L,43.0,unclassified
1369,2022-01-03 15:00:00,BS2 - Main 2L,43.0,unclassified
