,time,Measure,kWh,label
5830,2022-01-05 15:30:00,AB3 - Main 3R,36.85,unclassified
5838,2022-01-05 15:45:00,AB3 - Main 3R,37.0125,unclassified
5870,2022-01-05 16:00:00,AB3 - Main 3R,37.175,unclassified
5882,2022-01-05 16:15:00,AB3 - Main 3R,37.08125,unclassified
5914,2022-01-05 16:30:00,AB3 - Main 3R,36.9875,unclassified
5936,2022-01-05 16:45:00,AB3 - Main 3R,36.89375,unclassified
5960,2022-01-05 17:00:00,AB3 - Main 3R,36.8,unclassified
5971,2022-01-05 17:15:00,AB3 - Main 3R,36.85,unclassified
5994,2022-01-05 17:30:00,AB3 - Main 3R,36.9,unclassified
6029,2022-01-05 17:45:00,AB3 - Main 3R,36.95,unclassified
6051,2022-01-05 18:00:00,AB3 - Main 3R,37.0,unclassified
6074,2022-01-05 18:15:00,AB3 - Main 3R,36.75,unclassified
6097,2022-01-05 18:30:00,AB3 - Main 3R,36.5,unclassified
6108,2022-01-05 18:45:00,AB3 - Main 3R,36.25,unclassified
6144,2022-01-05 19:00:00,AB3 - Main 3R,36.0,unclassified
6153,2022-01-05 19:15:00,AB3 - Main 3R,36.175,unclassified
6172,2022-01-05 19:30:00,AB3 - Main 3R,36.35,unclassified
6208,2022-01-05 19:45:00,AB3 - Main 3R,36.52500000000001,unclassified
6231,2022-01-05 20:00:00,AB3 - Main 3R,36.7,unclassified
6260,2022-01-05 20:15:00,AB3 - Main 3R,36.94375,unclassified
6273,2022-01-05 20:30:00,AB3 - Main 3R,37.1875,unclassified
6286,2022-01-05 20:45:00,AB3 - Main 3R,37.43125,unclassified
6315,2022-01-05 21:00:00,AB3 - Main 3R,37.675,unclassified
6334,2022-01-05 21:15:00,AB3 - Main 3R,37.30625,unclassified
6357,2022-01-05 21:30:00,AB3 - Main 3R,36.9375,unclassified
6394,2022-01-05 21:45:00,AB3 - Main 3R,36.56875,unclassified
6406,2022-01-05 22:00:00,AB3 - Main 3R,36.2,unclassified
6421,2022-01-05 22:15:00,AB3 - Main 3R,36.4875,unclassified
6460,2022-01-05 22:30:00,AB3 - Main 3R,36.77500000000001,unclassified
6473,2022-01-05 22:45:00,AB3 - Main 3R,37.0625,unclassified
6505,2022-01-05 23:00:00,AB3 - Main 3R,37.35,unclassified
6525,2022-01-05 23:15:00,AB3 - Main 3R,37.33125,unclassified
6547,2022-01-05 23:30:00,AB3 - Main 3R,37.3125,unclassified
6576,2022-01-05 23:45:00,AB3 - Main 3R,37.29375,unclassified
6590,2022-01-06 00:00:00,AB3 - Main 3R,37.275,unclassified
6611,2022-01-06 00:15:00,AB3 - Main 3R,37.21875,unclassified
6646,2022-01-06 00:30:00,AB3 - Main 3R,37.1625,unclassified
6663,2022-01-06 00:45:00,AB3 - Main 3R,37.10625,unclassified
6672,2022-01-06 01:00:00,AB3 - Main 3R,37.05,unclassified
6699,2022-01-06 01:15:00,AB3 - Main 3R,36.99375,unclassified
6723,2022-01-06 01:30:00,AB3 - Main 3R,36.9375,unclassified
6744,2022-01-06 01:45:00,AB3 - Main 3R,36.88125,unclassified
6770,2022-01-06 02:00:00,AB3 - Main 3R,36.825,unclassified
6797,2022-01-06 02:15:00,AB3 - Main 3R,36.93125000000001,unclassified
6811,2022-01-06 02:30:00,AB3 - Main 3R,37.0375,unclassified
6830,2022-01-06 02:45:00,AB3 - Main 3R,37.14375,unclassified
6867,2022-01-06 03:00:00,AB3 - Main 3R,37.25,unclassified
6885,2022-01-06 03:15:00,AB3 - Main 3R,37.34375,unclassified
6897,2022-01-06 03:30:00,AB3 - Main 3R,37.4375,unclassified
6930,2022-01-06 03:45:00,AB3 - Main 3R,37.53125,unclassified
6942,2022-01-06 04:00:00,AB3 - Main 3R,37.625,unclassified
6962,2022-01-06 04:15:00,AB3 - Main 3R,37.375,unclassified
6996,2022-01-06 04:30:00,AB3 - Main 3R,37.125,unclassified
7017,2022-01-06 04:45:00,AB3 - Main 3R,36.875,unclassified
7033,2022-01-06 05:00:00,AB3 - Main 3R,36.625,unclassified
7048,2022-01-06 05:15:00,AB3 - Main 3R,36.99375,unclassified
7071,2022-01-06 05:30:00,AB3 - Main 3R,37.3625,unclassified
7096,2022-01-06 05:45:00,AB3 - Main 3R,37.73125,unclassified
7122,2022-01-06 06:00:00,AB3 - Main 3R,38.1,unclassified
7134,2022-01-06 06:15:00,AB3 - Main 3R,38.36875,unclassified
7151,2022-01-06 06:30:00,AB3 - Main 3R,38.6375,unclassified
7172,2022-01-06 06:45:00,AB3 - Main 3R,38.90625,unclassified
7187,2022-01-06 07:00:00,AB3 - Main 3R,39.175,unclassified
7215,2022-01-06 07:15:00,AB3 - Main 3R,38.64375,unclassified
7240,2022-01-06 07:30:00,AB3 - Main 3R,38.1125,unclassified
7255,2022-01-06 07:45:00,AB3 - Main 3R,37.58125,unclassified
7281,2022-01-06 08:00:00,AB3 - Main 3R,37.05,unclassified
7308,2022-01-06 08:15:00,AB3 - Main 3R,36.80625,unclassified
7318,2022-01-06 08:30:00,AB3 - Main 3R,36.5625,unclassified
7343,2022-01-06 08:45:00,AB3 - Main 3R,36.31875,unclassified
7370,2022-01-06 09:00:00,AB3 - Main 3R,36.075,unclassified
7388,2022-01-06 09:15:00,AB3 - Main 3R,36.1625,unclassified
7419,2022-01-06 09:30:00,AB3 - Main 3R,36.25,unclassified
